Date,AUD,CAD,FRF,DEM,ITL,NZD,SEK,GBP,JPY,USD,NOK
1972-05-12,,,,,,,,,,3.6,
1972-05-15,,,,,,,,,,3.65,
1972-05-16,,,,,,,,,,3.76,
1972-05-17,,3.67,,,,,,,,3.78,
1972-05-18,,,,,,,,,,3.79,
1972-05-19,,,,,,,,,,3.8,
1972-05-22,,,,,,,,,,3.79,
1972-05-23,,,,,,,,,,3.84,
1972-05-24,,3.7,,,,,,,,3.84,
1972-05-25,,,,,,,,,,3.76,
1972-05-26,,,,,,,,,,3.75,
1972-05-30,,,,,,,,,,3.8,
1972-05-31,4.63,3.75,5.42,2.75,6.04,,4,4.27,4.66,3.81,3.75
1972-06-01,,,,,,,,,,3.83,
1972-06-02,,,,,,,,,,3.86,
1972-06-05,,,,,,,,,,3.83,
1972-06-06,,,,,,,,,,3.89,
1972-06-07,,3.73,,,,,,,,3.88,
1972-06-08,,,,,,,,,,3.86,
1972-06-09,,,,,,,,,,3.86,
1972-06-12,,,,,,,,,,3.82,
1972-06-13,,,,,,,,,,3.84,
1972-06-14,,3.62,,,,,,,,3.86,
1972-06-15,,,,,,,,,,3.9,
1972-06-16,,,,,,,,,,3.95,
1972-06-19,,,,,,,,,,3.92,
1972-06-20,,,,,,,,,,3.95,
1972-06-21,,3.55,,,,,,,,3.97,
1972-06-22,,,,,,,,,,4.02,
1972-06-23,,,,,,,,,,4,
1972-06-26,,,,,,,,,,3.98,
1972-06-27,,,,,,,,,,3.99,
1972-06-28,,3.57,,,,,,,,3.87,
1972-06-29,,,,,,,,,,3.96,
1972-06-30,4.5,,4.89,2.75,6.04,,4,5.21,4.15,4.06,3.75
1972-07-03,,,,,,,,,,4.14,
1972-07-05,,3.5,,,,,,,,4.08,
1972-07-06,,,,,,,,,,4.02,
1972-07-07,,,,,,,,,,4.02,
1972-07-10,,,,,,,,,,4.04,
1972-07-11,,,,,,,,,,4.13,
1972-07-12,,3.53,,,,,,,,4.07,
1972-07-13,,,,,,,,,,4.04,
1972-07-14,,,,,,,,,,3.95,
1972-07-17,,,,,,,,,,3.92,
1972-07-18,,,,,,,,,,3.97,
1972-07-19,,3.47,,,,,,,,3.91,
1972-07-20,,,,,,,,,,3.91,
1972-07-21,,,,,,,,,,3.94,
1972-07-24,,,,,,,,,,3.97,
1972-07-25,,,,,,,,,,4.03,
1972-07-26,,3.45,,,,,,,,3.96,
1972-07-27,,,,,,,,,,3.91,
1972-07-28,,,,,,,,,,3.85,
1972-07-31,4.13,,4.85,2.75,4.6,,4,5.6,4.15,3.8,3.75
1972-08-01,,,,,,,,,,3.79,
1972-08-02,,3.47,,,,,,,,3.77,
1972-08-03,,,,,,,,,,3.79,
1972-08-04,,,,,,,,,,3.82,
1972-08-07,,,,,,,,,,3.85,
1972-08-08,,,,,,,,,,3.88,
1972-08-09,,3.51,,,,,,,,3.86,
1972-08-10,,,,,,,,,,3.86,
1972-08-11,,,,,,,,,,3.84,
1972-08-14,,,,,,,,,,3.87,
1972-08-15,,,,,,,,,,3.93,
1972-08-16,,3.41,,,,,,,,3.91,
1972-08-17,,,,,,,,,,3.88,
1972-08-18,,,,,,,,,,3.92,
1972-08-21,,,,,,,,,,3.97,
1972-08-22,,,,,,,,,,4.12,
1972-08-23,,3.45,,,,,,,,4.18,
1972-08-24,,,,,,,,,,4.14,
1972-08-25,,,,,,,,,,4.23,
1972-08-28,,,,,,,,,,4.26,
1972-08-29,,,,,,,,,,4.45,
1972-08-30,,3.52,,,,,,,,4.55,
1972-08-31,4.13,,4.73,2.75,4.6,,4,5.79,4.15,4.55,3.75
1972-09-01,,,,,,,,,,4.54,
1972-09-05,,,,,,,,,,4.68,
1972-09-06,,3.49,,,,,,,,4.71,
1972-09-07,,,,,,,,,,4.7,
1972-09-08,,,,,,,,,,4.73,
1972-09-11,,,,,,,,,,4.74,
1972-09-12,,,,,,,,,,4.72,
1972-09-13,,3.56,,,,,,,,4.71,
1972-09-14,,,,,,,,,,4.7,
1972-09-15,,,,,,,,,,4.68,
1972-09-18,,,,,,,,,,4.65,
1972-09-19,,,,,,,,,,4.64,
1972-09-20,,3.55,,,,,,,,4.63,
1972-09-21,,,,,,,,,,4.66,
1972-09-22,,,,,,,,,,4.7,
1972-09-25,,,,,,,,,,4.67,
1972-09-26,,,,,,,,,,4.63,
1972-09-27,,3.6,,,,,,,,4.61,
1972-09-28,,,,,,,,,,4.56,
1972-09-29,,,,,,,,,,4.55,
1972-09-30,4.01,,4.78,2.75,4.49,,3.5,6.44,4.15,,3.75
1972-10-02,,,,,,,,,,4.51,
1972-10-03,,,,,,,,,,4.67,
1972-10-04,,3.63,,,,,,,,4.69,
1972-10-05,,,,,,,,,,4.73,
1972-10-06,,,,,,,,,,4.71,
1972-10-10,,,,,,,,,,4.74,
1972-10-11,,3.57,,,,,,,,4.76,
1972-10-12,,,,,,,,,,4.81,
1972-10-13,,,,,,,,,,4.84,
1972-10-16,,,,,,,,,,4.8,
1972-10-17,,,,,,,,,,4.82,
1972-10-18,,3.55,,,,,,,,4.79,
1972-10-19,,,,,,,,,,4.75,
1972-10-20,,,,,,,,,,4.74,
1972-10-24,,,,,,,,,,4.74,
1972-10-25,,3.56,,,,,,,,4.74,
1972-10-26,,,,,,,,,,4.72,
1972-10-27,,,,,,,,,,4.72,
1972-10-30,,,,,,,,,,4.74,
1972-10-31,3.93,,5.82,3.25,4.49,,3.5,6.74,4.15,4.76,3.75
1972-11-01,,3.56,,,,,,,,4.75,
1972-11-02,,,,,,,,,,4.72,
1972-11-03,,,,,,,,,,4.71,
1972-11-06,,,,,,,,,,4.66,
1972-11-08,,3.57,,,,,,,,4.75,
1972-11-09,,,,,,,,,,4.72,
1972-11-10,,,,,,,,,,4.72,
1972-11-13,,,,,,,,,,4.74,
1972-11-14,,,,,,,,,,4.78,
1972-11-15,,3.6,,,,,,,,4.74,
1972-11-16,,,,,,,,,,4.76,
1972-11-17,,,,,,,,,,4.76,
1972-11-20,,,,,,,,,,4.76,
1972-11-21,,,,,,,,,,4.82,
1972-11-22,,3.61,,,,,,,,4.84,
1972-11-24,,,,,,,,,,4.85,
1972-11-27,,,,,,,,,,4.88,
1972-11-28,,,,,,,,,,4.88,
1972-11-29,,3.69,,,,,,,,4.87,
1972-11-30,3.93,,6.81,3.75,5.82,,3,6.88,4.15,4.88,3.75
1972-12-01,,,,,,,,,,4.9,
1972-12-04,,,,,,,,,,4.92,
1972-12-05,,,,,,,,,,5,
1972-12-06,,3.7,,,,,,,,5,
1972-12-07,,,,,,,,,,5.03,
1972-12-08,,,,,,,,,,5.06,
1972-12-11,,,,,,,,,,5.1,
1972-12-12,,,,,,,,,,5.05,
1972-12-13,,3.7,,,,,,,,5,
1972-12-14,,,,,,,,,,5.02,
1972-12-15,,,,,,,,,,5.07,
1972-12-18,,,,,,,,,,5.17,
1972-12-19,,,,,,,,,,5.19,
1972-12-20,,3.68,,,,,,,,5.15,
1972-12-21,,,,,,,,,,5.12,
1972-12-22,,,,,,,,,,5.12,
1972-12-26,,,,,,,,,,5.15,
1972-12-27,,3.6,,,,,,,,5.11,
1972-12-28,,,,,,,,,,5.1,
1972-12-29,,,,,,,,,,5.14,
1972-12-31,3.85,,7.9,4.25,5.82,,2.75,7.76,4.15,,3.75
1973-01-02,,,,,,,,,,5.22,
1973-01-03,,3.7,,,,,,,,5.16,
1973-01-04,,,,,,,,,,5.12,
1973-01-05,,,,,,,,,,5.13,
1973-01-08,,,,,,,,,,5.13,
1973-01-09,,,,,,,,,,5.17,
1973-01-10,,3.71,,,,,,,,5.19,
1973-01-11,,,,,,,,,,5.23,
1973-01-12,,,,,,,,,,5.24,
1973-01-15,,,,,,,,,,5.27,
1973-01-16,,,,,,,,,,5.36,
1973-01-17,,3.76,,,,,,,,5.36,
1973-01-18,,,,,,,,,,5.46,
1973-01-19,,,,,,,,,,5.56,
1973-01-22,,,,,,,,,,5.59,
1973-01-23,,,,,,,,,,5.61,
1973-01-24,,3.8,,,,,,,,5.67,
1973-01-25,,,,,,,,,,5.73,
1973-01-26,,,,,,,,,,5.74,
1973-01-29,,,,,,,,,,5.66,
1973-01-30,,,,,,,,,,5.69,
1973-01-31,3.85,3.9,7.72,4.75,5.82,,2.75,8.21,4.15,5.68,3.75
1973-02-01,,,,,,,,,,5.76,
1973-02-02,,,,,,,,,,5.73,
1973-02-05,,,,,,,,,,5.69,
1973-02-06,,,,,,,,,,5.65,
1973-02-07,,3.95,,,,,,,,5.57,
1973-02-08,,,,,,,,,,5.44,
1973-02-09,,,,,,,,,,5.44,
1973-02-13,,,,,,,,,,5.5,
1973-02-14,,3.93,,,,,,,,5.43,
1973-02-15,,,,,,,,,,5.37,
1973-02-16,,,,,,,,,,5.4,
1973-02-20,,,,,,,,,,5.57,
1973-02-21,,3.89,,,,,,,,5.62,
1973-02-22,,,,,,,,,,5.56,
1973-02-23,,,,,,,,,,5.55,
1973-02-26,,,,,,,,,,5.76,
1973-02-27,,,,,,,,,,5.9,
1973-02-28,3.85,4,7.89,4.75,5.82,,2.75,8.08,4.15,5.85,3.75
1973-03-01,,,,,,,,,,5.79,
1973-03-02,,,,,,,,,,5.75,
1973-03-05,,,,,,,,,,5.79,
1973-03-06,,,,,,,,,,5.94,
1973-03-07,,4.05,,,,,,,,5.87,
1973-03-08,,,,,,,,,,5.83,
1973-03-09,,,,,,,,,,5.84,
1973-03-12,,,,,,,,,,5.88,
1973-03-13,,,,,,,,,,6,
1973-03-14,,4.18,,,,,,,,6.06,
1973-03-15,,,,,,,,,,6.11,
1973-03-16,,,,,,,,,,6.21,
1973-03-19,,,,,,,,,,6.22,
1973-03-20,,,,,,,,,,6.34,
1973-03-21,,4.3,,,,,,,,6.35,
1973-03-22,,,,,,,,,,6.31,
1973-03-23,,,,,,,,,,6.31,
1973-03-26,,,,,,,,,,6.23,
1973-03-27,,,,,,,,,,6.26,
1973-03-28,,4.42,,,,,,,,6.28,
1973-03-29,,,,,,,,,,6.29,
1973-03-30,,,,,,,,,,6.4,
1973-03-31,3.97,,7.8,4.75,5.82,,2.25,8.07,4.15,,3.75
1973-04-02,,,,,,,,,,6.46,
1973-04-03,,,,,,,,,,6.55,
1973-04-04,,4.47,,,,,,,,6.51,
1973-04-05,,,,,,,,,,6.48,
1973-04-06,,,,,,,,,,6.25,
1973-04-09,,,,,,,,,,6.16,
1973-04-10,,,,,,,,,,6.21,
1973-04-11,,4.64,,,,,,,,6.22,
1973-04-12,,,,,,,,,,6.2,
1973-04-13,,,,,,,,,,6.21,
1973-04-16,,,,,,,,,,6.19,
1973-04-17,,,,,,,,,,6.19,
1973-04-18,,4.86,,,,,,,,6.11,
1973-04-19,,,,,,,,,,6.13,
1973-04-23,,,,,,,,,,6.19,
1973-04-24,,,,,,,,,,6.28,
1973-04-25,,4.86,,,,,,,,6.28,
1973-04-26,,,,,,,,,,6.2,
1973-04-27,,,,,,,,,,6.21,
1973-04-30,4.22,,7.68,5.75,5.82,,2.5,7.67,4.91,6.23,3.75
1973-05-01,,,,,,,,,,6.29,
1973-05-02,,4.98,,,,,,,,6.26,
1973-05-03,,,,,,,,,,6.21,
1973-05-04,,,,,,,,,,6.19,
1973-05-07,,,,,,,,,,6.13,
1973-05-08,,,,,,,,,,6.02,
1973-05-09,,5,,,,,,,,5.97,
1973-05-10,,,,,,,,,,6,
1973-05-11,,,,4.81,,,,7.36,,6.23,
1973-05-14,,,,,,,,,,6.17,
1973-05-15,,,,,,,,,,6.17,
1973-05-16,,5.1,,,,,,,,6.19,
1973-05-17,,,,,,,,,,6.28,
1973-05-18,,,,4.81,,,,7.36,,6.3,
1973-05-21,,,,,,,,,,6.38,
1973-05-22,,,,,,,,,,6.6,
1973-05-23,,5.25,,,,,,,,6.63,
1973-05-24,,,,,,,,,,6.55,
1973-05-25,,,,5.83,,,,7.36,,6.64,
1973-05-29,,,,,,,,,,6.84,
1973-05-30,,5.2,,,,,,,,6.91,
1973-05-31,4.46,,7.84,,6.38,,3,,4.91,6.92,3.75
1973-06-01,,,,5.83,,,,7.2,,6.97,
1973-06-04,,,,,,,,,,7.07,
1973-06-05,,,,,,,,,,7.13,
1973-06-06,,5.19,,,,,,,,7.06,
1973-06-07,,,,,,,,,,7.08,
1973-06-08,,,,5.83,,,,7.25,,7,
1973-06-11,,,,,,,,,,7.08,
1973-06-12,,,,,,,,,,7.14,
1973-06-13,,5.25,,,,,,,,7.16,
1973-06-14,,,,,,,,,,7.17,
1973-06-15,,,,5.83,,,,7.03,,7.18,
1973-06-18,,,,,,,,,,7.2,
1973-06-19,,,,,,,,,,7.27,
1973-06-20,,5.44,,,,,,,,7.29,
1973-06-21,,,,,,,,,,7.24,
1973-06-22,,,,6.87,,,,7,,7.24,
1973-06-25,,,,,,,,,,7.2,
1973-06-26,,,,,,,,,,7.26,
1973-06-27,,5.46,,,,,,,,7.28,
1973-06-28,,,,,,,,,,7.35,
1973-06-29,,,,6.87,,,,6.96,,7.52,
1973-06-30,4.91,,8,,6.38,,3,,5.43,,3.75
1973-07-02,,,,,,,,,,7.9,
1973-07-03,,,,,,,,,,7.98,
1973-07-04,,5.48,,,,,,,,,
1973-07-05,,,,,,,,,,7.95,
1973-07-06,,,,7.12,,,,6.88,,7.92,
1973-07-09,,,,,,,,,,7.92,
1973-07-10,,,,,,,,,,7.89,
1973-07-11,,5.64,,,,,,,,7.68,
1973-07-12,,,,,,,,,,7.63,
1973-07-13,,,,7.12,,,,6.95,,7.78,
1973-07-16,,,,,,,,,,7.85,
1973-07-17,,,,,,,,,,7.96,
1973-07-18,,5.6,,,,,,,,8.03,
1973-07-19,,,,,,,,,,8.13,
1973-07-20,,,,7.12,,,,8.38,,8.17,
1973-07-23,,,,,,,,,,8.03,
1973-07-24,,,,,,,,,,8.18,
1973-07-25,,5.73,,,,,,,,8.17,
1973-07-26,,,,,,,,,,8.23,
1973-07-27,,,,7.12,,,,10.89,,8.25,
1973-07-30,,,,,,,,,,8.23,
1973-07-31,5.04,,8.94,,7.53,,2.75,,5.55,8.32,3.75
1973-08-01,,5.75,,,,,,,,8.38,
1973-08-02,,,,,,,,,,8.28,
1973-08-03,,,,7.12,,,,10.78,,8.27,
1973-08-06,,,,,,,,,,8.32,
1973-08-07,,,,,,,,,,8.75,
1973-08-08,,5.84,,,,,,,,8.77,
1973-08-09,,,,,,,,,,8.81,
1973-08-10,,,,7.12,,,,10.91,,8.84,
1973-08-13,,,,,,,,,,8.82,
1973-08-14,,,,,,,,,,9.05,
1973-08-15,,5.99,,,,,,,,8.95,
1973-08-16,,,,,,,,,,8.86,
1973-08-17,,,,7.12,,,,10.93,,8.72,
1973-08-20,,,,,,,,,,8.79,
1973-08-21,,,,,,,,,,8.92,
1973-08-22,,6.04,,,,,,,,8.78,
1973-08-23,,,,,,,,,,8.62,
1973-08-24,,,,7.12,,,,10.98,,8.46,
1973-08-27,,,,,,,,,,8.53,
1973-08-28,,,,,,,,,,8.72,
1973-08-29,,6.12,,,,,,,,8.62,
1973-08-30,,,,,,,,,,8.57,
1973-08-31,5.04,,9.41,7.15,7.53,,2.75,10.97,5.55,8.66,3.75
1973-09-04,,,,,,,,,,8.78,
1973-09-05,,6.19,,,,,,,,8.76,
1973-09-06,,,,,,,,,,8.84,
1973-09-07,,,,7.15,,,,10.99,,8.8,
1973-09-10,,,,,,,,,,9.03,
1973-09-11,,,,,,,,,,9.04,
1973-09-12,,6.22,,,,,,,,9.02,
1973-09-13,,,,,,,,,,8.86,
1973-09-14,,,,7.15,,,,10.95,,8.75,
1973-09-17,,,,,,,,,,8.7,
1973-09-18,,,,,,,,,,8.68,
1973-09-19,,6.48,,,,,,,,8.55,
1973-09-20,,,,,,,,,,8.28,
1973-09-21,,,,7.3,,,,10.98,,7.69,
1973-09-24,,,,,,,,,,7.38,
1973-09-25,,,,,,,,,,7.2,
1973-09-26,,6.5,,,,,,,,7.12,
1973-09-27,,,,,,,,,,6.96,
1973-09-28,,,,7.3,,,,10.94,,6.98,
1973-09-30,7.35,,10.37,,9.64,,2.75,,5.55,,3.75
1973-10-01,,,,,,,,,,7.06,
1973-10-02,,,,,,,,,,7.64,
1973-10-03,,6.48,,,,,,,,7.48,
1973-10-04,,,,,,,,,,7.58,
1973-10-05,,,,7.3,,,,10.94,,7.36,
1973-10-09,,,,,,,,,,7.13,
1973-10-10,,6.47,,,,,,,,7.14,
1973-10-11,,,,,,,,,,7.15,
1973-10-12,,,,7.12,,,,10.82,,7.14,
1973-10-15,,,,,,,,,,7.19,
1973-10-16,,,,,,,,,,7.28,
1973-10-17,,6.5,,,,,,,,7.19,
1973-10-18,,,,,,,,,,7.13,
1973-10-19,,,,7.12,,,,10.71,,7.03,
1973-10-23,,,,,,,,,,7.04,
1973-10-24,,6.49,,,,,,,,7.02,
1973-10-25,,,,,,,,,,7.05,
1973-10-26,,,,7.12,,,,10.67,,7.18,
1973-10-29,,,,,,,,,,7.2,
1973-10-30,,,,,,,,,,7.22,
1973-10-31,7.35,6.49,11.36,,8.96,,3,,5.8,7.36,3.75
1973-11-01,,,,,,,,,,7.48,
1973-11-02,,,,7.12,,,,10.6,,7.66,
1973-11-05,,,,,,,,,,8,
1973-11-07,,6.51,,,,,,,,8.2,
1973-11-08,,,,,,,,,,8.12,
1973-11-09,,,,7.12,,,,10.71,,8.14,
1973-11-12,,,,,,,,,,8.51,
1973-11-13,,,,,,,,,,8.62,
1973-11-14,,6.45,,,,,,,,8.3,
1973-11-15,,,,,,,,,,7.53,
1973-11-16,,,,7.12,,,,12.41,,7.61,
1973-11-19,,,,,,,,,,7.5,
1973-11-20,,,,,,,,,,7.77,
1973-11-21,,6.45,,,,,,,,7.78,
1973-11-23,,,,7.12,,,,12.48,,7.82,
1973-11-26,,,,,,,,,,7.76,
1973-11-27,,,,,,,,,,7.58,
1973-11-28,,6.42,,,,,,,,7.52,
1973-11-29,,,,,,,,,,7.45,
1973-11-30,7.35,,11.18,7.12,8.62,,2.75,12.45,5.8,7.3,3.75
1973-12-03,,,,,,,,,,7.12,
1973-12-04,,,,,,,,,,7.25,
1973-12-05,,6.42,,,,,,,,7.68,
1973-12-06,,,,,,,,,,7.64,
1973-12-07,,,,8.25,,,,12.49,,7.65,
1973-12-10,,,,,,,,,,7.44,
1973-12-11,,,,,,,,,,7.52,
1973-12-12,,6.42,,,,,,,,7.48,
1973-12-13,,,,,,,,,,7.58,
1973-12-14,,,,8.25,,,,12.46,,7.53,
1973-12-17,,,,,,,,,,7.47,
1973-12-18,,,,,,,,,,7.34,
1973-12-19,,6.36,,,,,,,,7.3,
1973-12-20,,,,,,,,,,7.31,
1973-12-21,,,,8.25,,,,12.48,,7.33,
1973-12-26,,6.38,,,,,,,,7.57,
1973-12-27,,,,,,,,,,7.47,
1973-12-28,,,,8.25,,,,12.42,,7.47,
1973-12-31,7.35,,11.36,,8.85,,2.75,,5.8,7.46,3.75
1974-01-02,,6.35,,,,,,,,7.52,
1974-01-03,,,,,,,,,,7.47,
1974-01-04,,,,8.25,,,,12.21,,7.49,
1974-01-07,,,,,,,,,,7.6,
1974-01-08,,,,,,,,,,7.64,
1974-01-09,,6.32,,,,,,,,7.67,
1974-01-10,,,,,,,,,,7.83,
1974-01-11,,,,8.28,,,,12.09,,7.87,
1974-01-14,,,,,,,,,,7.96,
1974-01-15,,,,,,,,,,7.89,
1974-01-16,,6.28,,,,,,,,7.9,
1974-01-17,,,,,,,,,,7.86,
1974-01-18,,,,8.25,,,,12.05,,7.86,
1974-01-21,,,,,,,,,,7.97,
1974-01-22,,,,,,,,,,7.96,
1974-01-23,,6.33,,,,,,,,8.01,
1974-01-24,,,,,,,,,,8.01,
1974-01-25,,,,7.12,,,,12.03,,7.98,
1974-01-28,,,,,,,,,,7.84,
1974-01-29,,,,,,,,,,7.62,
1974-01-30,,6.27,,,,,,,,7.51,
1974-01-31,7.35,,13.43,,9.64,,2,,6.83,7.48,3.75
1974-02-01,,,,7.12,,,,11.98,,7.31,
1974-02-04,,,,,,,,,,7.13,
1974-02-05,,,,,,,,,,6.93,
1974-02-06,,6.24,,,,,,,,6.93,
1974-02-07,,,,,,,,,,7.11,
1974-02-08,,,,7.12,,,,11.96,,7.04,
1974-02-11,,,,,,,,,,7.12,
1974-02-13,,6.17,,,,,,,,7.04,
1974-02-14,,,,,,,,,,7.03,
1974-02-15,,,,7.12,,,,11.97,,7.06,
1974-02-19,,,,,,,,,,7.03,
1974-02-20,,6.12,,,,,,,,7.04,
1974-02-21,,,,,,,,,,7.09,
1974-02-22,,,,7.12,,,,12.18,,7.1,
1974-02-25,,,,,,,,,,7.15,
1974-02-26,,,,,,,,,,7.3,
1974-02-27,,6.07,,,,,,,,7.35,
1974-02-28,7.35,,12.49,,9.64,,2,,6.83,7.46,3.75
1974-03-01,,,,7.12,,,,11.93,,7.54,
1974-03-04,,,,,,,,,,7.56,
1974-03-05,,,,,,,,,,7.73,
1974-03-06,,6.12,,,,,,,,7.71,
1974-03-07,,,,,,,,,,7.7,
1974-03-08,,,,7.12,,,,12.32,,7.84,
1974-03-11,,,,,,,,,,7.87,
1974-03-12,,,,,,,,,,7.83,
1974-03-13,,6.18,,,,,,,,7.83,
1974-03-14,,,,,,,,,,7.72,
1974-03-15,,,,7.12,,,,12.28,,7.84,
1974-03-18,,,,,,,,,,7.95,
1974-03-19,,,,,,,,,,8.06,
1974-03-20,,6.25,,,,,,,,8.1,
1974-03-21,,,,,,,,,,8.11,
1974-03-22,,,,7.12,,,,12.33,,8.07,
1974-03-25,,,,,,,,,,8.12,
1974-03-26,,,,,,,,,,8.33,
1974-03-27,,6.35,,,,,,,,8.45,
1974-03-28,,,,,,,,,,8.55,
1974-03-29,,,,7.12,,,,12.35,,8.28,
1974-03-31,7.56,,12.33,,9.64,,2,,6.83,,3.75
1974-04-01,,,,,,,,,,8.31,
1974-04-02,,,,,,,,,,8.44,
1974-04-03,,6.65,,,,,,,,8.49,
1974-04-04,,,,,,,,,,8.65,
1974-04-05,,,,8.33,,,,12,,8.65,
1974-04-08,,,,,,,,,,8.56,
1974-04-09,,,,,,,,,,8.62,
1974-04-10,,6.83,,,,,,,,8.52,
1974-04-11,,,,8.33,,,,11.81,,8.24,
1974-04-15,,,,,,,,,,7.95,
1974-04-16,,,,,,,,,,8.18,
1974-04-17,,7.45,,,,,,,,8.16,
1974-04-18,,,,,,,,,,8.15,
1974-04-19,,,,6.95,,,,11.8,,7.81,
1974-04-22,,,,,,,,,,7.76,
1974-04-23,,,,,,,,,,8.05,
1974-04-24,,7.45,,,,,,,,8.02,
1974-04-25,,,,,,,,,,8.21,
1974-04-26,,,,6.95,,,,11.82,,8.48,
1974-04-29,,,,,,,,,,8.88,
1974-04-30,7.81,,12.27,,9.64,,8,,6.83,8.9,5
1974-05-01,,7.85,,,,,,,,8.77,
1974-05-02,,,,,,,,,,8.7,
1974-05-03,,,,6.95,,,,11.8,,8.82,
1974-05-06,,,,,,,,,,8.82,
1974-05-07,,,,,,,,,,8.86,
1974-05-08,,7.91,,,,,,,,8.7,
1974-05-09,,,,,,,,,,8.49,
1974-05-10,,,,6.95,,,,11.8,,8.15,
1974-05-13,,,,,,,,,,8.03,
1974-05-14,,,,,,,,,,8.13,
1974-05-15,,8.25,,,,,,,,7.96,
1974-05-16,,,,,,,,,,7.94,
1974-05-17,,,,6.95,,,,11.79,,7.93,
1974-05-20,,,,,,,,,,7.94,
1974-05-21,,,,,,,,,,8.21,
1974-05-22,,8.48,,,,,,,,8.14,
1974-05-23,,,,,,,,,,7.54,
1974-05-24,,,,6.95,,,,11.55,,7.68,
1974-05-28,,,,,,,,,,8.02,
1974-05-29,,8.56,,,,,,,,8.13,
1974-05-30,,,,,,,,,,7.93,
1974-05-31,9.48,,12.78,8.99,9.64,,8,11.54,6.83,8.08,5
1974-06-03,,,,,,,,,,8.09,
1974-06-04,,,,,,,,,,8.11,
1974-06-05,,8.7,,,,,,,,7.95,
1974-06-06,,,,,,,,,,7.93,
1974-06-07,,,,8.99,,,,11.54,,8.15,
1974-06-10,,,,,,,,,,8.14,
1974-06-11,,,,,,,,,,8.13,
1974-06-12,,8.65,,,,,,,,8.2,
1974-06-13,,,,,,,,,,8.36,
1974-06-14,,,,8.99,,,,11.55,,8.31,
1974-06-17,,,,,,,,,,8.17,
1974-06-18,,,,,,,,,,8.13,
1974-06-19,,8.6,,,,,,,,7.99,
1974-06-20,,,,,,,,,,7.82,
1974-06-21,,,,8.4,,,,11.56,,7.3,
1974-06-24,,,,,,,,,,7.46,
1974-06-25,,,,,,,,,,7.63,
1974-06-26,,8.65,,,,,,,,7.3,
1974-06-27,,,,,,,,,,7.53,
1974-06-28,,,,8.4,,,,11.56,,7.34,
1974-06-30,10.75,,13.74,,9.64,,8,,6.83,,5
1974-07-01,,,,,,,,,,7.28,
1974-07-02,,,,,,,,,,7.34,
1974-07-03,,8.75,,,,,,,,7.75,
1974-07-05,,,,8.4,,,,11.75,,7.74,
1974-07-08,,,,,,,,,,7.62,
1974-07-09,,,,,,,,,,7.56,
1974-07-10,,8.77,,,,,,,,7.39,
1974-07-11,,,,,,,,,,7.32,
1974-07-12,,,,8.4,,,,11.51,,7.36,
1974-07-15,,,,,,,,,,7.62,
1974-07-16,,,,,,,,,,7.53,
1974-07-17,,8.85,,,,,,,,7.72,
1974-07-18,,,,,,,,,,7.92,
1974-07-19,,,,8.4,,,,11.5,,7.82,
1974-07-22,,,,,,,,,,7.56,
1974-07-23,,,,,,,,,,7.45,
1974-07-24,,8.85,,,,,,,,7.42,
1974-07-25,,,,,,,,,,7.3,
1974-07-26,,,,8.4,,,,11.52,,7.4,
1974-07-29,,,,,,,,,,7.42,
1974-07-30,,,,,,,,,,7.84,
1974-07-31,10.75,9.1,14.13,,9.64,,8,,6.83,7.67,5
1974-08-01,,,,,,,,,,7.94,
1974-08-02,,,,8.4,,,,11.56,,8.33,
1974-08-05,,,,,,,,,,8.33,
1974-08-06,,,,,,,,,,8.65,
1974-08-07,,9.11,,,,,,,,8.84,
1974-08-08,,,,,,,,,,9.02,
1974-08-09,,,,8.4,,,,11.55,,8.93,
1974-08-12,,,,,,,,,,8.75,
1974-08-13,,,,,,,,,,8.73,
1974-08-14,,9.1,,,,,,,,8.76,
1974-08-15,,,,,,,,,,8.76,
1974-08-16,,,,8.4,,,,11.57,,8.74,
1974-08-19,,,,,,,,,,8.84,
1974-08-20,,,,,,,,,,9.05,
1974-08-21,,9.03,,,,,,,,9.31,
1974-08-22,,,,,,,,,,9.49,
1974-08-23,,,,8.4,,,,11.57,,9.74,
1974-08-26,,,,,,,,,,9.61,
1974-08-27,,,,,,,,,,9.72,
1974-08-28,,9.13,,,,,,,,9.59,
1974-08-29,,,,,,,,,,9.02,
1974-08-30,,,,8.4,,,,11.57,,8.93,
1974-08-31,10.75,,13.97,,9.64,,8.75,,6.83,,5
1974-09-03,,,,,,,,,,9.41,
1974-09-04,,9.14,,,,,,,,9.36,
1974-09-05,,,,,,,,,,9.33,
1974-09-06,,,,8.4,,,,11.56,,9.26,
1974-09-09,,,,,,,,,,9.15,
1974-09-10,,,,,,,,,,9.07,
1974-09-11,,9.12,,,,,,,,9.06,
1974-09-12,,,,,,,,,,9.25,
1974-09-13,,,,8.4,,,,11.4,,8.96,
1974-09-16,,,,,,,,,,8.11,
1974-09-17,,,,,,,,,,8.09,
1974-09-18,,9.08,,,,,,,,7.83,
1974-09-19,,,,,,,,,,7.12,
1974-09-20,,,,8.4,,,,11.27,,7.07,
1974-09-23,,,,,,,,,,6.93,
1974-09-24,,,,,,,,,,6.99,
1974-09-25,,8.84,,,,,,,,7.07,
1974-09-26,,,,,,,,,,6.89,
1974-09-27,,,,8.4,,,,11.29,,6.17,
