,AUD,CAD,FRF,DEM,ITL,JPY,NZD,NOK,SEK,CHF,USD,GBP,EUR
1979-12-31,26.430801,35.890097,36.491011,50.973561,20.291595,74.143083,22.14944,29.210026,31.506997,53.196472,35.67899,33.814751,
1980-01-31,26.430801,36.319405,36.878389,51.605465,20.635703,74.775883,22.14944,29.752964,31.986379,53.271459,36.183449,34.164257,
1980-02-29,26.430801,36.576989,37.304505,51.816099,20.861524,75.19775,22.14944,30.187313,32.148377,53.436194,36.733767,34.60114,
1980-03-31,27.263267,36.834574,37.769359,52.096945,21.194878,76.568817,23.063257,30.404488,32.366579,53.680836,37.146506,35.737036,
1980-04-30,27.263267,37.263881,38.079261,52.377791,21.409945,77.201617,23.063257,30.730251,32.469067,54.000368,37.513385,35.999166,
1980-05-31,27.263267,37.693188,38.350426,52.518214,21.603506,77.518017,23.063257,31.1646,32.555026,54.190197,37.926124,36.348673,
1980-06-30,27.679501,37.950773,38.892755,52.588426,21.990627,77.623484,23.894089,31.490363,32.829431,54.36497,37.926124,36.610802,
1980-07-31,27.679501,38.38008,39.280133,52.658637,22.248707,77.412551,23.894089,31.707538,33.014572,54.729473,38.201284,36.785556,
1980-08-31,27.679501,38.637665,39.628773,52.658637,22.700349,78.678151,23.894089,32.0333,33.9535,54.754469,38.522303,37.047686,
1980-09-30,28.30385,38.98111,40.054889,52.728849,23.08747,78.889084,24.758138,32.250475,34.436188,54.654585,38.889182,37.222439,
1980-10-31,28.30385,39.496279,40.326054,53.079907,23.560618,78.994551,24.758138,32.46765,34.647778,55.178805,39.210201,37.484569,
1980-11-30,28.30385,39.668002,40.713432,53.501176,23.850958,78.783618,24.758138,32.684825,34.796552,55.368536,39.57708,37.746698,
1980-12-31,28.9282,40.269033,41.178286,53.992656,24.291846,79.627351,25.52563,33.662112,35.444545,55.907812,39.898099,37.921452,
1981-01-31,28.9282,40.69834,41.565664,54.413925,24.764994,79.521884,25.52563,33.987874,36.118986,56.452107,40.310838,38.270958,
1981-02-28,28.9282,41.213509,41.953042,54.835194,25.119855,79.732818,25.52563,34.639399,36.314045,56.831569,40.585998,39.057348,
1981-03-31,29.552549,41.471093,42.534109,55.116041,25.453209,80.365618,26.540749,34.856574,36.532247,56.706689,40.861157,40.018491,
1981-04-30,29.552549,41.814539,42.921487,55.396887,25.851084,81.103885,26.540749,34.965162,36.753754,57.231007,41.182176,40.367997,
1981-05-31,29.552549,42.501431,43.347603,55.607521,26.141425,81.209351,26.540749,35.399511,36.889304,57.595511,41.549055,40.54275,
1981-06-30,30.176899,42.844877,44.083621,55.958579,26.302725,80.998418,27.580587,35.942449,37.226525,57.940038,42.007654,40.717503,
1981-07-31,30.176899,43.188323,44.62595,56.099002,26.550052,80.682018,27.580587,35.942449,37.507542,58.803766,42.328673,41.06701,
1981-08-31,30.176899,43.531769,45.129542,56.379848,26.92642,81.842152,27.580587,36.268211,37.778641,58.84864,42.741412,41.32914,
1981-09-30,31.425598,43.961076,45.710609,56.660694,27.388815,82.158552,28.645143,36.376798,38.023291,58.649068,42.833132,41.59127,
1981-10-31,31.425598,44.304522,46.097987,56.94154,27.883469,82.053085,28.645143,36.485386,38.165453,59.04339,42.970712,41.853399,
1981-11-30,31.425598,44.476245,46.369151,57.081963,28.17381,82.158552,28.645143,36.593973,37.9737,59.03345,43.108291,42.028153,
1981-12-31,32.049948,44.819691,46.872743,57.573444,28.571685,82.158552,29.561277,37.788435,38.806834,59.323065,43.245871,42.202906,
1982-01-31,32.049948,45.33486,47.337596,57.643655,28.991066,82.053085,29.561277,38.00561,39.355644,59.418029,43.383451,42.202906,
1982-02-28,32.049948,45.93589,47.918663,57.643655,29.238393,82.158552,29.561277,38.657135,39.454826,59.522834,43.337591,42.552412,
1982-03-31,32.778356,46.193475,48.460993,57.85429,29.48572,82.791352,31.046713,38.765723,39.719313,59.857323,43.52103,43.513555,
1982-04-30,32.778356,46.794505,48.848371,58.275559,29.819075,83.107752,31.046713,38.87431,39.887924,60.631401,43.933769,43.863062,
1982-05-31,32.778356,47.309674,49.197011,58.907462,30.130922,83.107752,31.046713,39.200072,40.023473,61.16556,44.484088,43.950438,
1982-06-30,33.922997,47.567258,49.351962,58.977674,30.50729,82.580418,32.160817,39.851597,40.301184,61.395245,44.713387,43.950438,
1982-07-31,33.922997,47.738981,49.506913,58.907462,31.066465,83.213218,32.160817,39.851597,40.406979,61.869572,44.805107,44.037815,
1982-08-31,33.922997,47.996566,49.700602,59.118097,31.539613,84.478819,32.160817,40.17736,40.625181,62.109196,44.896827,44.125191,
1982-09-30,34.96358,48.340011,49.971767,59.398943,32.066527,84.689752,33.027403,40.503122,41.190521,62.26409,45.034406,44.387321,
1982-10-31,34.96358,48.597596,50.436621,59.539366,32.518169,83.951485,33.027403,40.720297,41.517824,62.438863,44.942687,44.562075,
1982-11-30,34.96358,48.597596,50.862737,59.679789,32.711729,83.846019,33.027403,40.937472,41.636843,62.254053,44.759247,44.736828,
1982-12-31,35.691988,48.511734,51.366328,59.960635,33.206384,83.951485,33.29975,41.588996,42.555935,62.161057,44.850967,44.736828,
1983-01-31,35.691988,48.769319,51.714968,59.960635,33.647272,83.635085,33.29975,41.806171,42.572465,62.246967,44.896827,44.911581,
1983-02-28,35.691988,49.284488,52.21856,59.960635,33.959119,84.056952,33.29975,42.240521,42.731157,62.365746,44.896827,44.998958,
1983-03-31,36.420395,49.284488,52.877102,60.101058,34.31398,84.478819,33.621533,42.349109,43.068378,62.560791,45.217846,45.523217,
1983-04-30,36.420395,49.370349,53.225743,60.241481,34.604321,85.322552,33.621533,42.457696,43.339477,62.614325,45.493005,45.697971,
1983-05-31,36.420395,49.885518,53.535645,60.452116,34.808635,84.795219,33.621533,42.674871,43.574209,62.87304,45.630585,45.697971,
1983-06-30,37.044745,50.143102,54.000499,60.66275,35.098976,84.478819,33.89388,43.000633,43.921348,62.750423,45.814024,45.872724,
1983-07-31,37.044745,50.400687,54.310401,60.873385,35.27103,84.267885,33.89388,42.892046,44.146162,62.919587,45.951604,46.134854,
1983-08-31,37.044745,50.400687,54.736517,61.013808,35.744178,85.217086,33.89388,43.326396,44.466852,62.997526,46.180903,46.396984,
1983-09-30,37.98127,50.744133,55.162633,61.013808,36.281846,85.955352,34.215774,43.543571,44.830522,63.148484,46.318483,46.48436,
1983-10-31,37.98127,50.744133,55.39506,61.154231,36.67972,85.533486,34.215774,43.652158,45.101621,63.548513,46.410203,46.659113,
1983-11-30,37.98127,50.829994,55.588749,61.294654,36.830267,85.217086,34.215774,43.869333,45.468596,63.584038,46.456063,46.833867,
1983-12-31,37.773153,51.17344,55.976127,61.505289,37.281908,85.533486,34.455236,44.195095,46.096753,63.812443,46.731222,46.571737,
1984-01-31,37.773153,51.431025,56.324767,61.715923,37.722796,86.060819,34.455236,44.41227,45.908306,64.042817,46.960522,46.833867,
1984-02-29,37.773153,51.516886,56.712145,61.786135,37.99163,86.166286,34.455236,44.955208,46.569523,64.459181,47.052241,46.921243,
1984-03-31,37.877211,51.688609,57.060785,61.856346,38.281971,86.377219,35.20805,45.172383,46.870377,64.554145,47.281541,47.620256,
1984-04-30,37.877211,51.688609,57.370688,61.926558,38.529298,87.010019,35.20805,45.172383,47.200985,64.420015,47.41912,47.882386,
1984-05-31,37.877211,52.032055,57.641852,62.137192,38.755119,86.377219,35.20805,45.389558,47.088578,64.627262,47.5567,47.882386,
1984-06-30,38.397503,52.203778,58.02923,62.066981,38.841146,86.588153,36.268745,45.606732,47.210903,64.513011,47.74014,47.882386,
1984-07-31,38.397503,52.203778,58.339133,61.926558,39.034706,85.849886,36.268745,45.606732,47.564655,64.741908,47.923579,48.057139,
1984-08-31,38.397503,52.289639,58.610297,61.996769,39.346554,87.220953,36.268745,45.932495,47.872121,64.702348,48.152879,48.144516,
1984-09-30,38.917794,52.461362,58.997675,62.347827,39.733675,87.748286,37.432065,46.14967,48.106853,65.111529,48.290458,48.406646,
1984-10-31,38.917794,52.718947,59.191364,62.418038,40.045523,87.326419,37.432065,46.258257,48.4044,65.45143,48.290458,48.494022,
1984-11-30,38.917794,52.718947,59.307578,62.48825,40.282097,87.537353,37.432065,46.475432,49.178024,65.430469,48.290458,48.668776,
1984-12-31,39.438085,52.976531,59.61748,62.839307,40.733738,87.748286,39.07442,46.801194,49.46896,66.070122,48.382178,48.756152,
1985-01-31,39.438085,53.319977,59.927383,63.120153,41.217639,87.431886,39.07442,46.909782,49.905363,66.609005,48.611477,48.930905,
1985-02-28,39.438085,53.405839,60.353499,63.330788,41.550993,87.748286,39.07442,47.452719,50.288869,66.97961,48.794917,49.367789,
1985-03-31,40.37461,53.663423,60.779614,63.400999,41.862841,88.381086,41.058973,47.669894,50.49054,66.897931,49.024216,50.154178,
1985-04-30,40.37461,53.835146,61.089517,63.400999,42.174688,88.486553,41.058973,47.778482,51.062493,66.851581,49.207656,50.328931,
1985-05-31,40.37461,54.09273,61.321944,63.400999,42.400509,88.486553,41.058973,48.104244,50.893883,66.818516,49.345236,50.328931,
1985-06-30,41.311134,54.350315,61.55437,63.400999,42.486536,88.697486,42.188085,48.321419,50.860822,66.675726,49.436955,50.241555,
1985-07-31,41.311134,54.350315,61.631846,63.190365,42.604823,88.486553,42.188085,48.104244,50.840986,66.661457,49.528675,50.416308,
1985-08-31,41.311134,54.436176,61.709322,63.260576,42.830644,88.59202,42.188085,48.647181,51.065799,66.867031,49.666255,50.591061,
1985-09-30,42.1436,54.607899,61.903011,63.330788,43.271531,89.435753,43.146042,48.755769,51.396408,67.033439,49.849694,50.678438,
1985-10-31,42.1436,54.779622,62.019224,63.400999,43.604886,88.697486,43.146042,48.864356,51.733629,67.507569,49.987274,50.853191,
1985-11-30,42.1436,55.037207,62.0967,63.471211,43.852213,88.802953,43.146042,49.081531,51.945218,67.549196,50.124854,50.940568,
1985-12-31,43.080125,55.294791,62.135437,63.681846,44.078034,89.119353,44.138318,49.515881,52.530395,67.520461,50.262433,50.853191,
1986-01-31,43.080125,55.552376,61.980486,63.611634,44.250087,89.013886,44.138318,49.733056,52.563456,67.503928,50.124854,51.027944,
1986-02-28,43.080125,55.724098,62.135437,63.400999,44.454401,88.90842,44.138318,50.058818,52.474192,67.587182,49.895554,51.115321,
1986-03-31,43.808533,55.724098,62.367864,63.400999,44.540428,89.22482,45.335848,50.384581,52.794882,67.550082,49.803834,51.639581,
1986-04-30,43.808533,56.067544,62.522816,63.400999,44.755495,89.435753,45.335848,50.493168,52.791576,67.344212,49.941414,51.814334,
1986-05-31,43.808533,56.153406,62.716505,63.400999,44.841522,89.013886,45.335848,51.361868,52.794882,67.330632,50.216573,51.90171,
1986-06-30,44.953174,56.582713,62.79398,63.190365,44.841522,88.802953,46.841367,51.904805,52.917207,67.012577,50.216573,51.814334,
1986-07-31,44.953174,56.668575,62.871456,62.97973,44.970563,88.59202,46.841367,52.013392,52.84778,67.141983,50.308293,51.90171,
1986-08-31,44.953174,56.668575,63.103883,63.049942,45.08885,89.013886,46.841367,52.773505,53.33708,67.258794,50.537592,52.251217,
1986-09-30,46.201873,57.012021,63.258834,62.839307,45.303917,89.119353,51.015726,52.99068,53.528833,67.275228,50.583452,52.338593,
1986-10-31,46.201873,57.269605,63.336309,62.769096,45.518984,88.697486,51.015726,53.207854,53.538751,67.441538,50.629312,52.42597,
1986-11-30,46.201873,57.355467,63.413785,62.839307,45.691038,88.486553,51.015726,53.425029,53.670995,67.576357,50.675172,52.513347,
1986-12-31,47.138398,57.527189,63.994852,63.190365,45.938365,88.170153,52.213256,54.185142,54.163602,67.967234,50.996191,52.600723,
1987-01-31,47.138398,57.784774,64.111065,63.260576,46.196446,88.170153,52.213256,54.728079,54.335518,68.166707,51.179631,52.862853,
1987-02-28,47.138398,57.956497,64.188541,63.260576,46.325486,88.486553,52.213256,55.271016,54.444619,68.261966,51.40893,52.862853,
1987-03-31,47.866805,58.299943,64.537181,63.400999,46.486787,89.330287,53.924028,55.488191,54.586781,68.347187,51.68409,53.299736,
1987-04-30,47.866805,58.643389,64.653395,63.400999,46.701854,89.435753,53.924028,55.596779,54.62976,67.968513,51.867529,53.561866,
1987-05-31,47.866805,58.815112,64.769608,63.471211,46.873908,89.330287,53.924028,55.922541,54.530577,68.185503,52.050969,53.47449,
1987-06-30,48.699272,59.158558,64.924559,63.471211,46.959935,88.90842,54.779469,56.031128,55.185182,68.20302,52.188548,53.387113,
1987-07-31,48.699272,59.244419,65.079511,63.400999,47.131989,88.90842,54.779469,56.139716,55.469505,68.468229,52.463708,53.47449,
1987-08-31,48.699272,59.244419,65.118248,63.330788,47.422329,89.752153,54.779469,56.899828,55.988561,68.305462,52.738867,53.649243,
1987-09-30,49.531738,59.416142,65.2732,63.400999,47.80945,89.752153,55.908581,57.008416,56.246436,68.60669,52.876447,53.911373,
1987-10-31,49.531738,59.673726,65.350675,63.400999,47.970751,89.330287,55.908581,57.117003,56.418352,68.856154,52.922306,54.173502,
1987-11-30,49.531738,59.759588,65.389413,63.471211,48.056778,89.22482,55.908581,57.334178,56.421658,68.851332,52.922306,54.260879,
1987-12-31,50.364204,59.845449,65.505626,63.752057,48.314858,88.90842,56.900857,58.09429,56.729124,69.027187,53.059886,54.118524,
1988-01-31,50.364204,60.103034,65.62184,63.89248,48.529926,88.802953,56.900857,58.420052,57.152303,69.36453,53.197466,54.342154,
1988-02-29,50.364204,60.44648,65.815529,63.89248,48.73424,89.119353,56.900857,59.288752,57.410178,69.525034,53.426765,54.453969,
1988-03-31,51.300728,60.618203,66.125431,64.032903,48.86328,89.54122,57.345682,59.39734,57.922621,69.657787,53.701925,55.12486,
1988-04-30,51.300728,60.961649,66.280383,64.173326,49.035334,89.646687,57.345682,59.505927,58.130904,69.488721,53.885364,55.34849,
1988-05-31,51.300728,61.133371,66.474072,64.243538,49.207388,89.435753,57.345682,59.831689,58.273066,69.596774,54.114663,55.572121,
1988-06-30,52.237253,61.476817,66.706498,64.243538,49.293414,89.330287,57.858815,59.831689,58.554083,69.43814,54.343963,55.572121,
1988-07-31,52.237253,61.562679,66.900187,64.173326,49.497728,89.54122,57.858815,59.831689,58.669796,69.68042,54.573262,55.795751,
1988-08-31,52.237253,61.64854,67.055139,64.243538,49.755809,90.279487,57.858815,60.591802,59.116118,69.698429,54.940141,56.019381,
1988-09-30,53.277836,61.991986,67.21009,64.313749,50.089163,90.701353,58.543212,60.591802,59.57897,69.809827,55.123581,56.243012,
1988-10-31,53.277836,62.077848,67.287565,64.524384,50.433271,90.384953,58.543212,60.591802,59.67154,70.06618,55.169441,56.466642,
1988-11-30,53.277836,62.077848,67.403779,64.664807,50.648338,90.068553,58.543212,60.591802,59.797172,70.193028,55.261161,56.578457,
1988-12-31,53.798127,62.421294,67.674943,65.226499,50.981692,89.963087,59.18711,61.026151,60.49145,70.578001,55.53632,56.802087,
1989-01-31,53.798127,62.850601,67.868632,65.437133,51.411827,89.646687,59.18711,61.243326,60.831976,70.932762,55.765619,57.025717,
1989-02-28,53.798127,63.194047,68.062321,65.507345,51.702168,90.068553,59.18711,61.786264,61.079933,71.12328,56.086638,57.249348,
1989-03-31,55.150884,63.36577,68.488437,65.928614,51.960248,91.650554,59.889715,62.112026,61.645274,71.497625,56.453518,58.032054,
1989-04-30,55.150884,64.052662,68.759602,65.998826,52.207576,92.177887,59.889715,62.329201,61.90976,71.546927,56.774537,58.367499,
1989-05-31,55.150884,64.310246,68.837078,66.069037,52.422643,92.177887,59.889715,62.654963,62.111432,71.669248,56.912116,58.479314,
1989-06-30,56.399584,64.739554,69.030767,65.998826,52.50867,91.966954,61.997199,62.763551,62.134574,71.510615,57.049696,58.479314,
1989-07-31,56.399584,64.825415,69.14698,65.998826,52.63771,91.861487,61.997199,62.546376,62.379225,71.748073,57.141416,58.591129,
1989-08-31,56.399584,64.911276,69.301931,66.069037,52.895791,92.705221,61.997199,63.089313,62.88175,72.060125,57.324855,58.926575,
1989-09-30,57.440166,65.168861,69.611834,66.279672,53.315172,93.338021,62.75829,63.197901,63.427254,72.344918,57.600015,59.373835,
1989-10-31,57.440166,65.340584,69.728047,66.420095,53.616266,92.388821,62.75829,63.197901,63.526436,73.18001,57.737594,59.597466,
1989-11-30,57.440166,65.340584,69.805523,66.630729,53.82058,92.494287,62.75829,63.197901,63.754556,73.718105,57.829314,59.709281,
1989-12-31,58.480749,65.855753,70.126168,66.981787,54.336742,92.916154,63.343703,63.63225,65.572903,74.151987,58.425493,59.932911,
1990-01-31,58.480749,66.28506,70.27398,67.262633,54.756123,93.021621,63.343703,63.849425,65.791105,74.392398,58.700652,60.380171,
1990-02-28,58.480749,66.542645,70.442908,67.262633,54.97119,93.338021,63.343703,64.609538,67.599534,74.648652,59.021671,60.603802,
1990-03-31,59.417274,66.542645,70.833553,67.403056,55.175504,94.181754,64.456041,64.609538,67.844184,74.802169,59.113391,61.721953,
1990-04-30,59.417274,66.88609,70.939133,67.543479,55.347558,94.603621,64.456041,64.718125,68.230996,75.166082,59.250971,62.281029,
1990-05-31,59.417274,67.143675,70.928575,67.61369,55.605638,94.287221,64.456041,64.9353,68.188017,75.270788,59.57199,62.504659,
1990-06-30,59.833507,67.401259,70.949691,67.61369,55.777692,94.076288,65.10005,65.043887,68.83601,75.30779,59.801289,62.392844,
1990-07-31,59.833507,67.487121,71.414243,67.824325,56.15406,94.392688,65.10005,64.9353,69.30878,76.112867,60.351608,63.063735,
1990-08-31,59.833507,67.658844,71.921026,68.03496,56.455154,95.130954,65.10005,65.586825,70.098935,76.474418,60.856066,63.734625,
1990-09-30,61.394381,68.259874,72.237766,68.52644,56.917549,96.185621,65.802544,66.129762,70.558481,76.94038,61.222946,64.181886,
1990-10-31,61.394381,68.689181,72.121628,68.386017,57.250903,96.080155,65.802544,66.129762,70.793213,77.61172,61.360525,64.293701,
1990-11-30,61.394381,68.60332,72.068838,68.456229,57.379943,95.974688,65.802544,65.912587,70.703948,77.607489,61.360525,64.293701,
1990-12-31,61.290323,70.406411,72.470042,68.638842,57.756311,96.607488,66.212388,66.238349,72.386746,78.237301,61.727404,64.181886,
1991-01-31,61.290323,70.406411,72.660086,68.960586,58.207952,96.291088,66.212388,66.455524,74.396846,79.01502,61.819124,64.517331,
1991-02-28,61.290323,70.663995,72.797339,68.960586,58.541306,96.818422,66.212388,66.889874,74.664639,79.027223,61.910844,64.740962,
1991-03-31,61.394381,70.663995,73.019057,69.175083,58.767127,97.345755,66.270874,67.107049,75.074594,79.21715,62.002564,66.977264,
1991-04-30,61.394381,71.007441,73.251333,69.389579,58.982194,97.873088,66.270874,67.215637,75.150634,79.885637,62.186003,67.424525,
1991-05-31,61.394381,71.350887,73.430819,69.818572,59.261782,97.451222,66.270874,67.324224,75.051451,80.213729,62.369443,67.75997,
1991-06-30,61.706556,71.436749,73.620863,70.569309,59.487602,97.345755,66.505039,67.324224,75.067981,80.24148,62.461162,67.648155,
1991-07-31,61.706556,71.52261,73.705327,70.569309,59.659656,97.556688,66.505039,67.324224,74.962187,80.658928,62.644602,68.095416,
1991-08-31,61.706556,71.350887,73.821464,70.569309,59.939244,97.767622,66.505039,67.758574,75.77879,80.8152,62.919761,68.319046,
1991-09-30,62.330905,71.265026,74.201552,71.749039,60.218831,98.822289,66.446553,67.758574,76.063113,80.886644,63.011481,68.542676,
1991-10-31,62.330905,71.52261,74.486618,71.963536,60.605952,98.927755,66.446553,67.758574,76.406946,81.858326,63.194921,68.766306,
1991-11-30,62.330905,71.179164,74.243784,72.070784,60.778006,98.505889,66.446553,67.758574,76.301151,81.66397,63.24078,68.878122,
1991-12-31,62.330905,71.52261,74.37048,72.499777,61.165127,98.294955,66.739204,67.758574,76.172214,82.047958,63.3325,68.654491,
1992-01-31,62.330905,71.52261,74.68722,72.928769,61.498481,98.189488,66.739204,67.975749,76.205275,82.633585,63.5618,68.989937,
1992-02-29,62.330905,71.780195,74.930053,73.250514,61.778069,98.716822,66.739204,68.518686,76.562332,82.87498,63.882819,69.325382,
1992-03-31,62.122789,71.866056,75.088423,73.46501,62.003889,99.771489,66.914883,68.735861,76.737555,83.00724,63.974539,70.108088,
1992-04-30,62.122789,71.951918,75.331257,73.679507,62.283477,99.771489,66.914883,68.844448,76.790452,83.225903,64.066258,70.331718,
1992-05-31,62.122789,72.123641,75.289025,73.894003,62.444777,99.771489,66.914883,68.953036,76.592087,83.556653,64.295558,70.331718,
1992-06-30,62.226847,72.295363,75.246793,74.108499,62.563064,98.927755,67.149048,69.061623,76.492904,83.305318,64.433137,69.996273,
1992-07-31,62.226847,72.295363,75.204561,74.108499,62.724364,99.244155,67.149048,68.844448,76.545802,83.523194,64.616577,70.108088,
1992-08-31,62.226847,72.295363,75.415721,74.108499,62.842651,99.771489,67.149048,69.170211,77.659953,83.621504,64.800017,70.331718,
1992-09-30,62.539022,72.381225,75.626881,74.108499,63.122239,99.771489,67.324616,69.278798,77.80542,83.742939,65.029316,70.555348,
1992-10-31,62.539022,72.724671,75.700787,74.430244,63.563127,99.666022,67.324616,69.278798,77.421914,84.548508,65.121036,70.555348,
1992-11-30,62.539022,72.724671,75.658555,74.537492,63.735181,99.666022,67.324616,69.278798,77.719462,84.457579,65.075176,70.667164,
1992-12-31,63.059313,72.982255,75.954178,75.82447,64.068535,99.560555,67.383213,69.495973,79.828745,84.890772,65.396195,70.219903,
1993-01-31,63.059313,73.23984,76.218128,76.360711,64.294355,99.666022,67.383213,69.713148,80.053559,85.435559,65.625494,70.667164,
1993-02-28,63.059313,73.153978,76.608774,76.575208,64.520176,99.876956,67.383213,70.364673,80.394085,85.890598,65.854794,71.114424,
1993-03-31,63.26743,73.153978,76.703796,76.789704,64.799763,100.615222,67.793056,70.47326,80.731306,86.151576,66.038233,71.89713,
1993-04-30,63.26743,73.325701,76.809375,76.896952,65.014831,100.615222,67.793056,70.47326,80.542859,86.202158,66.129953,72.12076,
1993-05-31,63.26743,73.325701,76.767144,77.111449,65.412705,100.615222,67.793056,70.581848,80.278372,86.180016,66.221673,72.12076,
1993-06-30,63.579605,73.497424,76.830491,77.540442,65.627772,100.826156,68.144304,70.47326,80.122986,86.126679,66.221673,71.785315,
1993-07-31,63.579605,73.583286,76.830491,77.540442,65.692293,101.142556,68.144304,70.364673,80.208945,86.55131,66.405112,72.12076,
1993-08-31,63.579605,73.583286,77.073325,77.433193,65.853593,101.248023,68.144304,70.690435,80.923059,86.49817,66.542692,72.456206,
1993-09-30,63.683663,73.755009,77.210579,77.433193,66.186947,101.142556,68.261386,70.690435,81.164403,86.562528,66.817851,72.344391,
1993-10-31,63.683663,74.098454,77.284485,77.540442,66.412768,100.615222,68.261386,70.690435,81.197464,86.446013,66.863711,72.232575,
1993-11-30,63.683663,73.926732,77.252811,77.754938,66.531055,100.615222,68.261386,70.581848,80.886692,86.554164,66.863711,72.344391,
1993-12-31,63.995838,73.926732,77.347833,78.076682,66.864409,100.720689,68.261386,70.47326,81.137955,86.655327,67.047151,72.12076,
1994-01-31,63.995838,73.325701,77.569551,78.720172,67.143996,100.720689,68.261386,70.690435,81.389217,87.007038,67.27645,72.456206,
1994-02-28,63.995838,73.325701,77.749037,78.82742,67.305297,101.248023,68.261386,71.016198,81.690071,87.008416,67.50575,72.679836,
1994-03-31,64.412071,73.325701,77.960196,78.934668,67.423584,101.458956,68.534395,71.124785,82.02068,87.05388,67.597469,73.238912,
1994-04-30,64.412071,73.153978,78.129124,79.149164,67.810705,101.564423,68.534395,71.124785,82.20582,86.513521,67.643329,73.574357,
1994-05-31,64.412071,73.325701,78.09745,79.256413,67.918239,101.142556,68.534395,71.34196,82.222351,86.64962,67.872629,73.574357,
1994-06-30,64.828304,73.583286,78.086892,79.363661,68.090292,100.615222,69.353531,71.450547,82.238881,86.634662,68.056068,73.127097,
1994-07-31,64.828304,73.669147,78.076334,79.578157,68.197826,101.142556,69.353531,71.450547,82.262024,86.974858,68.331228,73.462542,
1994-08-31,64.828304,73.755009,78.319168,79.363661,68.423647,101.458956,69.353531,71.884897,83.005893,87.010089,68.514667,73.574357,
1994-09-30,65.348595,73.583286,78.488096,79.256413,68.757001,101.880823,70.172666,71.884897,83.095157,86.938447,68.560527,73.462542,
1994-10-31,65.348595,74.012593,78.498654,79.363661,69.036588,101.564423,70.172666,71.884897,83.035648,86.932248,68.652247,73.462542,
1994-11-30,65.348595,74.098454,78.477538,79.578157,69.208642,101.353489,70.172666,71.884897,82.883568,86.917683,68.652247,73.797987,
1994-12-31,66.389178,74.356039,78.67814,79.899902,69.48823,101.353489,70.991802,72.319247,83.19434,87.534801,68.927406,73.797987,
1995-01-31,66.389178,74.699485,78.920973,80.328894,69.993638,101.037089,70.991802,72.536422,83.491888,88.315177,69.202565,74.133433,
1995-02-28,66.389178,74.871208,79.163807,80.328894,70.606579,100.931622,70.991802,72.970772,83.822496,88.369301,69.431865,74.580693,
1995-03-31,67.325702,75.128792,79.258829,80.436143,70.886167,101.248023,71.674434,72.970772,84.374613,88.443698,69.661164,74.916139,
1995-04-30,67.325702,75.300515,79.374967,80.436143,71.327055,101.458956,71.674434,73.079359,84.467183,88.276995,69.798744,75.363399,
1995-05-31,67.325702,75.300515,79.374967,80.543391,71.778696,101.353489,71.674434,73.296534,84.374613,88.452259,69.936324,75.363399,
1995-06-30,68.158169,75.472238,79.227155,80.757887,71.886229,100.826156,71.810938,73.187947,84.29196,88.392624,69.936324,75.027954,
1995-07-31,68.158169,75.300515,79.607243,80.757887,72.11205,100.931622,71.810938,73.079359,84.186166,88.672694,70.119763,75.363399,
1995-08-31,68.158169,75.386377,79.892309,80.757887,72.284104,101.564423,71.810938,73.513709,84.7482,88.748566,70.257343,75.698845,
1995-09-30,68.67846,75.300515,79.976772,80.543391,72.563691,101.248023,72.22045,73.513709,84.936647,88.652225,70.486642,75.587029,
1995-10-31,68.67846,75.5581,80.04012,80.543391,72.950812,100.931622,72.22045,73.405122,84.903586,88.586193,70.440782,75.587029,
1995-11-30,68.67846,75.386377,80.114026,80.757887,73.058346,100.931622,72.22045,73.405122,84.632487,88.610893,70.394922,76.03429,
1995-12-31,68.886576,75.5581,80.209048,80.972384,73.337933,100.826156,72.561766,73.079359,84.510162,88.863901,70.807661,75.81066,
1996-01-31,68.886576,75.643961,80.51523,81.508625,73.628274,100.615222,72.561766,73.187947,84.609345,89.0061,71.036961,76.146105,69.4
1996-02-29,68.886576,75.987407,81.032571,81.508625,73.918615,100.826156,72.561766,73.513709,84.999463,89.163455,71.40384,76.481551,69.7
1996-03-31,69.406868,76.15913,81.127593,81.508625,74.198202,101.458956,73.107894,73.730884,85.234195,89.24966,71.678999,76.816996,70
1996-04-30,69.406868,76.416714,81.296521,81.615873,74.488543,101.669889,73.107894,73.839472,85.141624,88.923831,71.816579,77.040626,70.19
1996-05-31,69.406868,76.416714,81.201499,81.723121,74.628337,101.353489,73.107894,73.948059,84.837465,89.097226,71.862439,77.152441,70.37
1996-06-30,69.614984,76.416714,81.053687,81.830369,74.553063,101.248023,73.517517,74.165234,84.642406,88.97274,72.000018,76.705181,70.39
1996-07-31,69.614984,76.416714,80.895318,81.830369,74.628337,101.142556,73.517517,74.165234,84.255593,89.20272,72.137598,77.040626,70.28
1996-08-31,69.614984,76.502576,81.138151,81.830369,74.70361,101.564423,73.517517,74.490996,84.738282,89.254876,72.366897,77.487887,70.32
1996-09-30,69.719043,76.674299,81.349311,81.830369,74.768131,101.775356,74.063534,74.816759,84.771343,89.396977,72.596197,77.487887,70.53
1996-10-31,69.719043,77.017745,81.275405,81.723121,75.058471,101.458956,74.063534,74.708171,84.602732,89.232636,72.733776,77.487887,70.58
1996-11-30,69.719043,77.017745,81.444333,82.044865,75.133745,101.564423,74.063534,74.708171,84.473795,89.303194,72.733776,77.711517,70.61
