,AUD,CAD,FRF,DEM,ITL,JPY,NZD,NOK,SEK,CHF,USD,GBP,EUR
1996-12-31,69.823101,77.189468,81.623819,82.688355,75.348812,101.458956,73.858832,75.251108,84.457265,89.601469,72.963076,77.376072,70.8
1997-01-31,69.823101,77.361191,81.792747,82.795603,75.413332,101.248023,73.858832,75.576871,84.424204,89.758627,73.192375,77.599702,70.92
1997-02-28,69.823101,77.447052,81.856095,82.795603,75.6284,101.353489,73.858832,75.685458,84.768037,89.629417,73.375815,77.711517,71.07
1997-03-31,69.614984,77.447052,81.887769,82.688355,75.703673,103.357356,73.927029,75.685458,85.191216,89.715721,73.467535,78.046962,71.19
1997-04-30,69.614984,77.532914,82.003906,82.902851,75.91874,103.56829,73.927029,75.794046,85.197828,89.436636,73.421675,78.270593,71.22
1997-05-31,69.614984,77.704637,81.98279,83.010099,75.91874,103.56829,73.927029,76.011221,85.310235,89.526482,73.513395,78.494223,71.43
1997-06-30,69.30281,77.704637,81.877211,83.760837,75.91874,103.146423,74.268345,75.902633,85.148237,89.429157,73.605114,78.158777,71.47
1997-07-31,69.30281,77.790498,82.08837,83.760837,75.994014,103.25189,74.268345,75.794046,85.197828,89.625973,73.742694,78.606038,71.45
1997-08-31,69.30281,77.790498,82.236182,83.653588,76.058534,103.990156,74.268345,76.228396,85.991288,89.6243,73.926133,78.941483,71.61
1997-09-30,69.510926,77.790498,82.19395,83.54634,76.273601,104.306557,74.677968,76.336983,86.050798,89.63109,74.109573,78.941483,71.74
1997-10-31,69.510926,77.704637,82.331204,83.54634,76.563942,103.56829,74.677968,76.445571,85.908636,89.60452,74.063713,78.941483,71.78
1997-11-30,69.510926,77.618775,82.373436,83.760837,76.563942,103.357356,74.677968,76.445571,85.865657,89.648115,73.971993,79.053299,71.87
1997-12-31,69.719043,78.048082,82.120044,83.760837,76.779009,103.25189,74.814472,76.771333,85.045748,89.615246,74.109573,78.606038,71.95
1998-01-31,69.719043,78.133944,82.426226,83.868085,76.994077,103.146423,74.814472,77.097095,84.933341,89.725365,74.247153,78.829668,71.83
1998-02-28,69.719043,78.219805,82.56348,83.760837,77.209144,103.56829,74.814472,77.531445,85.062278,89.659038,74.384732,79.053299,72
1998-03-31,70.135276,78.133944,82.732408,83.868085,77.273664,103.779223,75.155788,77.531445,85.310235,89.695449,74.522312,79.500559,72.13
1998-04-30,70.135276,78.391528,82.753524,83.975333,77.424211,104.095623,75.155788,77.422858,85.455703,89.510245,74.659892,79.836004,72.35
1998-05-31,70.135276,78.47739,82.816872,84.082581,77.488731,103.673756,75.155788,77.640033,85.277174,89.616821,74.751611,79.724189,72.54
1998-06-30,70.239334,78.47739,82.542364,84.404326,77.488731,103.040956,75.565301,77.640033,85.088727,89.496271,74.843331,79.388744,72.55
1998-07-31,70.239334,78.47739,82.595154,84.189829,77.564005,102.93549,75.565301,77.422858,84.652324,89.751246,74.935051,79.612374,72.47
1998-08-31,70.239334,78.305667,82.56348,83.975333,77.564005,103.779223,75.565301,78.074382,84.992851,89.679704,75.026771,79.94782,72.53
1998-09-30,70.551509,78.649113,82.521248,83.868085,77.703799,104.51749,74.950977,78.074382,85.174685,89.661695,75.21021,79.94782,72.58
1998-10-31,70.551509,78.649113,82.468458,83.868085,77.854346,104.412023,74.950977,78.18297,84.95979,89.516346,75.21021,80.059635,72.57
1998-11-30,70.551509,78.391528,82.552922,83.975333,77.854346,103.990156,74.950977,78.291557,84.82424,89.497255,75.16435,80.283265,72.58
1998-12-31,70.551509,78.563251,82.320646,83.868085,77.918866,103.462823,74.746165,78.61732,84.857301,89.680786,75.34779,79.836004,72.65
1999-01-31,70.551509,78.649113,82.574038,83.975333,78.069413,103.040956,74.746165,78.725907,84.850689,89.983686,75.43951,79.94782,72.52
1999-02-28,70.551509,78.992559,82.848546,83.975333,78.209207,103.146423,74.746165,79.268844,85.171379,90.077863,75.668809,80.39508,72.67
1999-03-31,70.863684,79.421866,83.080821,84.404326,78.424274,103.673756,74.882669,79.486019,85.359826,90.228231,76.219128,80.730526,72.95
1999-04-30,70.863684,79.593589,83.091379,84.404326,78.564068,103.673756,74.882669,79.377432,85.521824,90.025608,76.219128,80.954156,73.22
1999-05-31,70.863684,79.765312,83.080821,84.511574,78.564068,103.357356,74.882669,79.486019,85.647456,90.131299,76.219128,80.842341,73.3
1999-06-30,71.488033,79.937035,82.859104,84.940567,78.779135,102.93549,75.182272,79.268844,85.273868,90.154031,76.448427,80.39508,73.28
1999-07-31,71.488033,80.108758,82.996357,84.833318,78.854408,103.25189,75.182272,78.943082,85.273868,90.600213,76.631867,80.61871,73.26
1999-08-31,71.488033,80.366342,83.133611,84.618822,78.994202,103.56829,75.182272,79.703194,85.878882,90.771443,76.998746,80.954156,73.37
1999-09-30,71.904266,80.452204,83.186401,84.511574,79.284543,103.779223,75.332019,80.028957,85.978064,90.770459,77.136325,80.842341,73.5
1999-10-31,71.904266,80.366342,83.218075,84.72607,79.424337,103.146423,75.332019,80.354719,85.743332,90.683959,77.182185,80.954156,73.52
1999-11-30,71.904266,80.452204,83.587605,85.047815,79.49961,102.830023,75.332019,80.463306,85.938391,90.990008,77.182185,81.177786,73.61
1999-12-31,72.528616,80.280481,83.587605,85.262311,79.639404,102.724556,75.856186,80.897656,85.237501,91.10239,77.411485,80.39508,73.86
2000-01-31,72.528616,80.79565,83.693185,85.262311,79.929745,102.408156,75.856186,81.223419,85.640843,91.44485,77.870084,80.730526,73.75
2000-02-29,72.528616,81.39668,84.08383,85.262311,80.144812,102.619089,75.856186,81.332006,86.050798,91.413556,78.512122,80.842341,73.98
2000-03-31,73.048907,81.139096,84.08383,85.262311,80.209332,102.830023,76.380354,81.549181,85.974758,91.493464,78.557982,81.177786,74.24
2000-04-30,73.048907,81.482542,84.252758,85.262311,80.499673,102.93549,76.380354,81.657769,86.384713,91.448491,78.649702,81.401416,74.34
2000-05-31,73.048907,81.99771,84.463918,85.584056,80.71474,102.724556,76.380354,82.092118,86.368182,91.788885,79.062441,81.513231,74.46
2000-06-30,75.858481,82.255295,84.326664,86.013049,80.854534,102.408156,77.428688,81.766356,85.958228,91.856786,79.24588,81.065971,74.68
2000-07-31,75.858481,82.169433,84.485034,85.798552,80.929807,102.724556,77.428688,81.766356,86.017737,91.619229,79.24588,81.065971,74.66
2000-08-31,75.858481,82.512879,84.917912,86.013049,81.069601,102.619089,77.428688,82.526468,86.626057,92.0785,79.658619,81.736862,74.71
2000-09-30,76.066597,82.684602,84.812332,85.9058,81.359942,102.619089,78.327277,82.526468,86.814504,91.979796,79.796199,81.736862,75.09
2000-10-31,76.066597,82.942187,85.002376,86.013049,81.575009,102.302689,78.327277,82.960818,86.864095,92.418106,79.842059,81.848677,75.12
2000-11-30,76.066597,83.028048,84.960144,86.656538,81.639529,102.408156,78.327277,82.852231,86.778137,92.348827,79.796199,81.848677,75.28
2000-12-31,76.899063,82.684602,84.601172,86.442041,82.005144,102.408156,78.177531,83.503755,86.520262,92.282697,80.300657,81.177786,75.5
2001-01-31,76.899063,83.11391,84.833448,86.871034,82.284731,102.091756,78.177531,84.15528,86.83434,92.157915,80.621677,81.289601,75.12
2001-02-28,76.899063,83.371494,85.213535,86.871034,82.360005,101.986289,78.177531,84.372455,87.475721,92.305527,80.805116,81.625047,75.34
2001-03-31,77.523413,83.972524,85.625297,87.300027,82.714866,102.091756,78.851444,84.698217,88.236121,92.560798,81.126135,82.072307,75.72
2001-04-30,77.523413,84.659416,86.153196,87.621771,82.929933,102.197223,78.851444,85.132567,88.834522,93.063368,81.493014,82.743198,76.18
2001-05-31,77.523413,84.745278,86.205986,87.72902,83.145,101.986289,78.851444,85.132567,88.705585,93.239519,81.630594,82.855013,76.58
2001-06-30,77.73153,84.487693,86.026501,87.836268,83.220274,101.669889,79.300794,84.046693,88.252651,93.0985,81.401295,82.295937,76.69
2001-07-31,77.73153,84.487693,86.026501,87.621771,83.220274,101.986289,79.300794,83.938105,88.470853,92.582054,81.401295,82.631383,76.44
2001-08-31,77.73153,84.659416,86.18487,87.621771,83.220274,101.880823,79.300794,84.372455,89.214722,92.699947,81.768174,82.855013,76.44
2001-09-30,78.459938,84.230109,86.23766,87.514523,83.360067,101.880823,79.750033,84.372455,88.973378,92.55942,81.493014,82.631383,76.67
2001-10-31,78.459938,83.457355,86.005385,87.300027,83.499861,101.353489,79.750033,84.372455,89.006439,92.683414,81.355435,82.519568,76.69
2001-11-30,78.459938,83.629078,86.110964,88.158012,83.575135,101.248023,79.750033,84.58963,89.085785,92.649168,81.034416,82.743198,76.62
2001-12-31,79.188345,83.800801,86.512168,88.158012,83.929996,101.037089,80.199382,84.698217,88.867583,92.763814,81.217855,82.407753,76.93
2002-01-31,79.188345,84.31597,86.617748,88.479757,84.220336,100.509756,80.199382,84.806805,89.082479,92.760862,81.538874,82.519568,76.96
2002-02-28,79.188345,84.917001,86.997836,88.694253,84.435404,100.720689,80.199382,85.132567,89.846184,92.775918,81.997473,82.855013,77.08
2002-03-31,79.708637,85.432169,87.325133,88.587005,84.650471,101.037089,81.023042,85.241155,90.236302,93.57637,82.456072,83.190458,77.5
2002-04-30,79.708637,85.603892,87.430713,88.694253,84.865538,101.353489,81.023042,85.45833,90.467728,93.666216,82.456072,83.414089,77.85
2002-05-31,79.708637,85.775615,87.420155,88.694253,84.930058,101.248023,81.023042,85.45833,90.335485,93.543403,82.501932,83.414089,77.99
2002-06-30,80.228928,86.290784,87.420155,88.801501,85.080605,100.826156,81.397463,85.349742,90.014795,93.050378,82.593652,83.190458,77.96
2002-07-31,80.228928,86.63423,87.620757,88.694253,85.220399,101.142556,81.397463,85.02398,90.067692,93.019478,82.868811,83.414089,77.85
2002-08-31,80.228928,86.63423,87.779127,88.694253,85.360193,101.142556,81.397463,85.566917,90.752052,93.160399,83.006391,83.637719,77.93
2002-09-30,80.74922,86.891815,87.916381,88.587005,85.57526,100.931622,81.921631,85.892679,91.046293,93.704595,83.14397,83.749534,78.14
2002-10-31,80.74922,87.149399,87.916381,88.265261,85.865601,100.931622,81.921631,86.218442,90.824786,93.531988,83.14397,83.749534,78.32
2002-11-30,80.74922,86.805953,88.064193,89.123246,85.930121,100.931622,81.921631,86.869967,90.940499,93.474616,82.960531,84.08498,78.27
2002-12-31,81.789802,87.578706,88.23312,89.123246,86.295735,100.615222,82.221234,88.933128,91.23474,93.549406,83.32741,83.525904,78.62
2003-01-31,81.789802,88.265598,88.845484,89.659487,86.435529,100.298822,82.221234,89.041716,92.041425,93.641417,83.969448,83.861349,78.5
2003-02-28,81.789802,88.523183,89.204455,89.659487,86.72587,100.615222,82.221234,88.390191,92.514196,94.01832,84.473907,84.196795,78.82
2003-03-31,81.789802,87.922152,89.07776,89.444991,86.940937,100.931622,82.221234,87.738666,92.186893,94.205099,84.290467,84.420425,79.25
2003-04-30,81.789802,88.008014,88.97218,89.230494,87.156004,101.142556,82.221234,87.195729,92.077792,94.054043,84.152888,84.420425,79.38
2003-05-31,81.789802,88.008014,89.141108,89.552239,87.220525,100.826156,82.221234,86.978554,91.823224,94.056109,84.244607,84.30861,79.34
2003-06-30,82.310094,88.093875,89.046086,89.659487,87.371072,100.615222,82.595655,86.652792,91.505839,93.302205,84.336327,84.196795,79.39
2003-07-31,82.310094,88.35146,89.257245,89.659487,87.586139,100.826156,82.595655,86.869967,91.479391,93.519391,84.657346,84.53224,79.28
2003-08-31,82.310094,88.523183,89.595101,89.659487,87.725933,100.931622,82.595655,87.304316,92.143914,93.654703,84.932506,84.867685,79.42
2003-09-30,82.726327,88.265598,89.785145,89.659487,87.790453,100.931622,83.19464,87.304316,92.20673,94.129718,84.840786,84.979501,79.71
2003-10-31,82.726327,88.523183,89.890725,89.444991,88.00552,100.404289,83.19464,87.412904,92.014977,94.011333,84.611487,84.867685,79.82
2003-11-30,82.726327,88.609044,89.985747,90.08848,88.080794,100.509756,83.19464,87.412904,92.097629,94.029736,84.519767,85.203131,79.84
2003-12-31,83.454735,88.694906,89.985747,90.08848,88.220587,100.298822,83.494244,87.304316,91.895957,93.710697,84.932506,84.75587,80.08
2004-01-31,83.454735,88.866629,90.365834,90.302976,88.435655,100.298822,83.494244,87.412904,91.67445,93.726442,85.391105,84.979501,79.84
2004-02-29,83.454735,89.210074,90.724806,90.624721,88.725995,100.509756,83.494244,87.847254,92.365422,93.927096,85.941423,85.091316,80.03
2004-03-31,83.870968,89.381797,90.957082,90.946465,88.941063,100.509756,84.168157,87.955841,92.385258,94.71938,86.216582,85.426761,80.47
2004-04-30,83.870968,90.154551,91.294937,91.160962,89.15613,100.615222,84.168157,88.064429,92.613378,94.938141,86.721041,85.650391,80.85
2004-05-31,83.870968,90.240412,91.326611,91.160962,89.295924,100.826156,84.168157,88.064429,92.210036,95.102089,86.996201,85.650391,81.16
2004-06-30,84.183143,90.154551,91.1788,91.26821,89.371197,100.509756,84.692325,87.955841,92.07118,94.106789,86.858621,85.426761,81.2
2004-07-31,84.183143,89.982828,91.379401,91.375458,89.586264,100.615222,84.692325,87.738666,91.962079,94.455449,86.904481,85.650391,81.03
2004-08-31,84.183143,90.154551,91.463865,91.160962,89.586264,100.931622,84.692325,88.281603,92.633215,94.46096,87.08792,85.762206,81.17
2004-09-30,84.807492,90.326274,91.696141,91.26821,89.586264,101.458956,85.441167,88.498778,92.90762,95.346535,87.546519,85.985837,81.27
2004-10-31,84.807492,90.66972,91.748931,91.160962,89.650785,101.248023,85.441167,88.498778,92.37534,95.438054,87.592379,86.097652,81.58
2004-11-30,84.807492,90.497997,91.854511,92.126195,89.865852,100.720689,85.441167,88.390191,92.355503,95.281881,87.27136,86.544912,81.56
2004-12-31,85.431842,90.412135,91.347727,91.482706,89.865852,100.509756,85.815588,88.173016,91.872815,94.839733,87.454799,86.097652,81.85
2005-01-31,85.431842,90.755581,91.907301,91.804451,90.156193,100.193356,85.815588,88.281603,92.305912,95.04826,87.959258,86.321282,81.42
2005-02-28,85.431842,91.27075,92.48799,92.233444,90.446533,100.509756,85.815588,88.715953,92.487747,95.2807,88.647156,86.656728,81.69
2005-03-31,85.952133,91.528334,92.667476,92.018947,90.586327,100.615222,86.56443,89.150303,92.623296,96.060682,89.243335,86.992173,82.21
2005-04-30,85.952133,91.614196,92.730824,92.126195,90.876668,100.720689,86.56443,89.476066,92.686112,95.965227,89.151615,87.327618,82.55
2005-05-31,85.952133,91.785919,92.836404,92.340692,90.876668,100.298822,86.56443,89.476066,92.719173,95.749516,89.197475,87.327618,82.75
2005-06-30,86.784599,91.957642,92.69915,92.662436,91.231529,100.193356,87.537837,89.258891,92.37534,95.225886,89.610214,87.439433,82.83
2005-07-31,86.784599,92.301088,93.058122,92.769685,91.371323,100.298822,87.537837,89.367478,92.553869,95.362969,90.068813,87.663064,82.77
2005-08-31,86.784599,93.073841,93.417093,92.876933,91.371323,100.615222,87.537837,90.019003,93.188637,95.780219,91.16945,87.886694,82.95
2005-09-30,87.200832,92.644533,93.395977,92.984181,91.58639,100.615222,88.136932,90.12759,93.353941,96.617771,91.35289,87.998509,83.33
2005-10-31,87.200832,92.472811,93.205934,92.662436,91.661663,100.193356,88.136932,90.12759,93.129127,96.346164,90.619131,87.998509,83.53
2005-11-30,87.200832,92.386949,93.322071,93.413174,91.661663,100.298822,88.136932,90.019003,93.172107,96.240769,90.252252,88.222139,83.38
2005-12-31,87.92924,92.902118,93.22705,93.091429,91.876731,100.404289,88.6611,89.801828,92.434849,96.06393,90.940151,87.774879,83.62
2006-01-31,87.92924,92.730395,93.586021,93.520422,92.091798,100.087889,88.6611,90.56194,92.867947,96.363287,91.12359,88.110324,83.28
2006-02-28,87.92924,93.245564,93.849971,93.520422,92.306865,100.298822,88.6611,90.779115,93.525858,96.261041,91.628049,88.222139,83.52
2006-03-31,89.386056,93.760733,94.251175,93.842166,92.586453,100.509756,90.009038,91.539227,93.998628,97.078025,92.407667,88.781215,83.92
2006-04-30,89.386056,94.19004,94.652378,93.842166,92.876793,100.826156,90.009038,91.539227,94.144096,97.272185,92.866266,89.340291,84.47
2006-05-31,89.386056,94.018317,94.652378,94.056663,92.952067,100.826156,90.009038,91.43064,94.117647,97.245418,93.049705,89.563921,84.76
2006-06-30,90.218522,94.104179,94.494008,94.378407,93.231654,100.509756,90.639032,91.104877,93.955649,96.582442,93.324865,89.452106,84.85
2006-07-31,90.218522,94.275902,94.810748,94.271159,93.382201,101.248023,90.639032,91.104877,94.018464,96.747669,93.508304,89.899366,84.76
2006-08-31,90.218522,93.760733,94.599588,93.949415,93.306928,101.248023,90.639032,92.407927,94.567275,96.540619,93.049705,90.011182,84.91
2006-09-30,90.114464,93.58901,94.388428,93.949415,93.231654,101.037089,90.459049,92.516514,94.577193,96.867629,92.545247,90.122997,84.95
2006-10-31,90.114464,93.760733,94.494008,93.949415,93.306928,100.509756,90.459049,92.407927,94.696212,96.825609,92.407667,90.346627,85.02
2006-11-30,90.114464,93.932456,94.715726,94.700152,93.382201,100.615222,90.459049,91.973577,94.696212,96.8385,92.545247,90.905703,85.08
2006-12-31,90.114464,93.932456,94.388428,94.700152,93.446722,100.404289,90.909061,90.887702,94.226748,96.162043,92.827743,90.122997,85.4
2007-01-31,90.114464,94.619347,94.567914,95.129145,93.737062,99.876956,90.909061,91.213465,94.702824,96.352266,93.324406,90.570257,85.03
2007-02-28,90.114464,95.392101,94.969118,95.343641,93.876856,100.193356,90.909061,91.756402,95.324368,96.427351,94.17419,91.017518,85.31
2007-03-31,91.259105,95.821408,95.433669,95.772634,94.01665,100.509756,91.809194,91.756402,95.807057,97.518795,94.78596,91.241148,85.83
2007-04-30,91.259105,96.250716,95.665945,95.772634,94.306991,100.826156,91.809194,91.86499,95.704568,97.746807,95.365171,91.464778,86.31
2007-05-31,91.259105,96.078993,95.782083,95.879882,94.522058,100.615222,91.809194,91.756402,95.859954,97.858697,95.549986,91.688408,86.54
2007-06-30,91.883455,96.164854,95.539249,96.308875,94.737125,100.509756,92.259206,91.539227,95.707874,97.278188,95.52568,91.129333,86.65
2007-07-31,91.883455,95.90727,95.929895,96.201627,94.876919,101.037089,92.259206,91.43064,95.681426,97.169348,95.350496,91.464778,86.42
2007-08-31,91.883455,96.078993,96.035475,96.416123,94.876919,101.037089,92.259206,92.082165,96.636884,97.261852,95.613273,91.576593,86.53
2007-09-30,92.715921,95.821408,96.278309,96.630619,95.16726,101.248023,93.339322,92.299339,97.149328,98.092318,95.817808,92.023854,86.85
2007-10-31,92.715921,96.078993,96.806208,97.16686,95.522121,101.142556,93.339322,93.819564,97.777484,98.539681,96.386929,92.247484,87.3
2007-11-30,92.715921,96.164854,97.16518,97.703101,95.812461,101.248023,93.339322,94.579676,97.965931,98.779108,96.322267,92.80656,87.75
2007-12-31,93.96462,95.993131,97.049042,97.381357,96.242596,101.142556,93.969426,94.145326,97.238592,98.495102,96.801044,92.135669,88.11
2008-01-31,93.96462,96.336577,97.260202,97.810349,96.457663,100.931622,93.969426,94.688264,97.641934,98.63061,97.082165,92.80656,87.92
2008-02-29,93.96462,96.680023,97.988703,98.34659,96.952318,101.353489,93.969426,94.688264,98.574251,98.964115,97.923694,93.25382,88.3
2008-03-31,95.317378,97.452776,98.316001,98.132094,97.167385,101.248023,95.499554,94.688264,99.007348,99.745968,98.517579,93.924711,89.04
2008-04-30,95.317378,98.397252,98.8439,98.668335,97.672793,102.091756,95.499554,94.688264,99.397466,100.538153,99.347185,94.595602,89.41
2008-05-31,95.317378,99.084144,99.202872,98.99008,98.102928,102.619089,95.499554,94.905438,99.870236,100.708104,100.348306,95.266493,89.97
2008-06-30,96.462019,99.42759,98.991712,99.52632,98.597582,102.830023,96.939745,95.448376,99.665259,100.269204,100.875236,95.154678,90.34
2008-07-31,96.462019,99.255867,98.960038,99.204576,98.748129,103.146423,96.939745,95.556963,99.837175,100.008225,100.472586,95.825568,90.26
2008-08-31,96.462019,99.341729,98.89669,99.097328,98.457789,103.146423,96.939745,96.9686,100.862062,100.108995,100.333631,96.272829,90.23
2008-09-30,96.149844,98.311391,98.8439,98.882831,98.457789,103.040956,96.489623,97.294363,101.020754,100.640891,99.320127,96.049199,90.48
2008-10-31,96.149844,97.967945,98.379349,98.453839,98.102928,102.091756,96.489623,96.751425,100.194233,99.970535,97.417859,95.937384,90.51
2008-11-30,96.149844,97.281053,98.136515,98.775583,97.952381,101.669889,96.489623,96.642838,98.848656,99.471507,96.410318,95.601938,90.17
2008-12-31,96.253902,97.023469,97.735311,98.34659,97.812587,101.142556,96.759652,96.317075,98.48168,98.632185,96.829935,94.931047,90.01
2009-01-31,96.253902,97.710361,98.104841,98.882831,98.027654,100.826156,96.759652,97.077188,98.504823,98.864821,97.311464,95.713753,89.46
2009-02-28,96.253902,97.882084,98.284327,98.668335,98.102928,101.142556,96.759652,97.077188,98.78584,98.544306,97.548101,95.937384,89.93
2009-03-31,96.670135,97.796222,98.442697,98.775583,98.317995,101.248023,97.29971,97.40295,98.93792,99.413151,97.791617,96.161014,90.25
2009-04-30,96.670135,98.483114,98.590508,98.668335,98.533062,101.037089,97.29971,97.620125,98.683351,99.571588,98.074114,96.608274,90.55
2009-05-31,96.670135,98.82656,98.717204,98.99008,98.597582,100.826156,97.29971,98.163062,98.92139,99.750298,98.91656,96.94372,90.72
2009-06-30,97.60666,98.483114,98.273769,98.99008,98.597582,100.509756,98.559809,97.620125,98.46515,99.088405,98.759719,96.94372,90.9
2009-07-31,97.60666,98.483114,98.780552,99.204576,98.887923,100.826156,98.559809,97.40295,98.670127,99.198031,98.981223,97.279165,90.48
2009-08-31,97.60666,98.483114,98.537718,98.882831,98.672856,100.826156,98.559809,98.163062,98.974287,99.185337,99.043134,97.39098,90.74
2009-09-30,98.126951,98.397252,98.63274,98.99008,98.748129,100.404289,98.379826,97.945887,99.222243,99.801962,99.138522,97.502795,90.77
2009-10-31,98.126951,98.912421,98.769994,98.775583,98.748129,100.193356,98.379826,98.27165,99.199101,99.994547,99.208688,97.838241,90.95
2009-11-30,98.126951,98.568975,99.033944,99.633569,98.963197,99.982422,98.379826,98.597412,99.417302,99.752758,99.033962,98.397316,91.1
2009-12-31,99.063476,98.82656,98.812226,98.99008,99.10299,100.087889,98.739902,98.705999,98.789146,99.64195,99.372407,98.173686,91.39
2010-01-31,99.063476,99.255867,99.361242,99.419072,99.167511,100.087889,98.739902,99.900461,99.384242,99.787004,99.397172,98.620947,90.94
2010-02-28,99.063476,99.255867,99.846909,99.955313,99.457851,100.298822,98.739902,100.443399,99.62228,99.923791,99.805325,99.180022,91.24
2010-03-31,99.687825,99.599313,100.100301,99.955313,99.812712,100.298822,98.919884,100.660574,99.635504,100.777777,99.978675,99.739098,92.07
2010-04-30,99.687825,99.856898,100.216439,99.955313,99.887986,100.298822,98.919884,100.117636,99.820645,100.673661,100.056178,99.962728,92.47
2010-05-31,99.687825,99.771036,100.205881,99.955313,99.887986,100.087889,98.919884,100.009049,99.837175,100.23545,99.958497,100.074543,92.6
2010-06-30,100.416233,100.286205,99.920815,100.062561,100.242847,99.560555,100,99.466112,99.529709,99.502998,99.979592,99.850913,92.64
2010-07-31,100.416233,100.200343,100.153091,100.16981,100.457914,99.666022,100,99.248937,99.536321,99.489221,100.117631,100.409989,92.38
2010-08-31,100.416233,100.372066,100.079185,100.062561,100.242847,99.876956,100,99.900461,100.376067,99.466193,100.175873,100.409989,92.56
2010-09-30,100.832466,100.801374,100.205881,100.16981,100.457914,100.193356,102.340214,100.009049,100.696758,99.995432,100.300612,100.633619,92.81
2010-10-31,100.832466,100.887235,100.322019,100.384306,100.457914,99.876956,102.340214,100.226224,101.030672,100.23545,100.342803,100.969064,93.09
2010-11-30,100.832466,100.887235,100.776012,100.920547,100.823528,99.666022,102.340214,101.312098,101.741481,100.271073,100.515236,101.975401,93.23
2010-12-31,102.289282,101.14482,100.533178,100.706051,101.232156,99.560555,103.150301,100.660574,101.215813,99.919461,100.994013,102.087216,93.83
2011-01-31,102.289282,101.402404,101.008288,101.34954,101.53325,99.560555,103.150301,101.094924,101.834051,100.296069,101.492051,102.869922,93.44
2011-02-28,102.289282,102.518603,101.831811,101.885781,101.931125,99.771489,103.150301,101.420686,102.525023,100.927259,102.481708,103.093552,93.88
2011-03-31,103.225806,102.862049,102.180225,101.993029,102.436533,99.876956,104.140371,101.963623,102.964732,101.038657,103.141631,104.211703,94.9
2011-04-30,103.225806,103.548941,102.233015,101.885781,102.533313,99.876956,104.140371,101.746448,103.156485,101.045348,103.626829,104.435334,95.48
2011-05-31,103.225806,102.862049,102.317479,101.993029,102.630093,99.771489,104.140371,101.420686,102.911835,100.801099,103.515848,104.323518,95.56
2011-06-30,103.850156,103.033772,101.863485,102.207525,102.931187,99.771489,104.590493,101.094924,102.862244,99.972798,103.607568,104.323518,95.51
2011-07-31,103.850156,103.291357,102.391385,102.314773,103.232282,99.876956,104.590493,100.551986,102.895305,99.680526,103.893275,104.882594,95.1
2011-08-31,103.850156,103.548941,102.317479,102.52927,103.232282,99.876956,104.590493,101.420686,103.616031,99.949279,104.051033,105.553485,95.3
2011-09-30,103.850156,103.720664,102.560313,102.52927,103.83447,99.982422,104.230417,101.312098,103.619337,99.882952,103.836409,105.6653,95.9
2011-10-31,103.850156,103.806525,102.845378,102.636518,103.73769,99.349622,104.230417,101.312098,103.863988,99.708573,103.748816,105.777115,96.2
2011-11-30,103.850156,103.205495,103.25714,102.958263,104.135564,99.455089,104.230417,101.420686,104.068965,99.554465,103.492918,106.336191,96.35
2011-12-31,103.954214,103.634803,102.898168,102.743766,104.436658,99.666022,104.770475,101.203511,103.100282,99.130622,103.948307,105.777115,96.68
2012-01-31,103.954214,104.06411,103.320488,103.494504,104.834533,99.876956,104.770475,102.289386,103.784642,99.409904,104.405988,106.336191,96.14
2012-02-29,103.954214,104.493417,104.175685,104.137993,105.329187,100.298822,104.770475,102.180798,104.075577,99.96404,105.198906,106.671636,96.64
2012-03-31,104.474506,104.922725,104.312939,103.923496,105.834595,100.404289,105.130551,102.289386,104.303697,100.038929,105.516715,107.342527,97.63
2012-04-30,104.474506,104.836863,104.260149,103.816248,105.834595,100.087889,105.130551,102.289386,104.217739,100.021018,105.392893,107.230712,98.09
2012-05-31,104.474506,104.407556,104.291823,103.709,106.028156,99.560555,105.130551,101.746448,103.959864,99.738882,105.238345,106.783451,98
2012-06-30,105.931322,104.321694,103.837829,104.137993,106.13569,99.244155,105.40058,101.312098,103.556522,99.258946,105.066829,106.895266,97.89
2012-07-31,105.931322,104.579279,104.524099,104.459737,106.533564,99.455089,105.40058,100.877749,103.662316,99.228833,105.651543,107.454342,97.52
2012-08-31,105.931322,104.751002,104.270707,104.566985,106.533564,99.560555,105.40058,101.963623,104.078883,99.53813,106.122982,107.901603,97.87
2012-09-30,106.139438,104.922725,104.460751,104.566985,106.533564,99.560555,105.220487,102.397973,104.006149,99.66114,106.081709,108.460678,98.48
2012-10-31,106.139438,104.66514,104.302381,104.674234,106.32925,99.244155,105.220487,102.50656,103.751581,99.334228,105.579084,108.684309,98.75
2012-11-30,106.139438,104.06411,104.629679,104.995978,106.533564,99.244155,105.220487,102.832323,104.012761,99.12206,105.294753,109.131569,98.62
2012-12-31,106.555671,104.149971,104.101779,104.459737,106.737878,99.349622,105.670609,102.615148,103.149873,98.863247,105.606142,108.572493,98.95
2013-01-31,106.555671,105.352032,104.397403,105.103226,106.834658,99.138689,105.670609,103.266673,103.609419,99.155421,106.471059,109.355199,98.16
2013-02-28,106.555671,105.523755,105.189252,105.532219,107.028219,99.349622,105.670609,103.592435,104.025986,99.370836,106.749428,109.690645,98.56
2013-03-31,106.971904,105.352032,105.030882,105.103226,107.028219,99.666022,105.850591,104.135372,103.821009,99.404196,106.638448,109.914275,99.46
