Date,GBP,SEK,AUD,DEM,JPY,USD,FRF,NZD,CAD,ITL,NOK,CHF
2015-10-31,1.279,0.002,2.074,-0.1,0.037,1.52,0.102,2.745,0.88,0.49,1.121,-0.836
2015-11-30,1.25,0.105,2.335,-0.18,0.04,1.65,-0.009,3.005,0.91,0.504,0.998,-0.971
2015-12-31,1.346,0.305,2.313,-0.01,0.035,1.76,0.092,3.025,0.73,0.633,1.02,-0.608
2016-01-31,0.927,-0.034,2.128,-0.26,-0.063,1.33,-0.132,2.745,0.67,0.455,0.908,-0.721
2016-02-29,0.771,-0.137,1.969,-0.42,-0.222,1.22,-0.235,2.48,0.66,0.425,0.812,-0.87
2016-03-31,0.838,-0.13,2.111,-0.36,-0.185,1.21,-0.199,2.295,0.68,0.284,0.697,-0.777
2016-04-30,0.978,-0.057,2.096,-0.33,-0.195,1.28,-0.073,2.27,0.87,0.412,0.957,-0.7
2016-05-31,0.95,-0.144,1.842,-0.38,-0.23,1.37,-0.177,2.195,0.74,0.45,0.91,-0.731
2016-06-30,0.483,-0.227,1.685,-0.55,-0.307,1.01,-0.34,2.05,0.57,0.402,0.641,-0.938
2016-07-31,0.311,-0.358,1.555,-0.54,-0.259,1.03,-0.392,1.89,0.6,0.308,0.587,-0.9
2016-08-31,0.22,-0.358,1.629,-0.56,-0.173,1.19,-0.393,1.85,0.66,0.235,0.697,-0.808
2016-09-30,0.243,-0.375,1.73,-0.63,-0.243,1.14,-0.444,1.95,0.62,0.264,0.908,-0.868
2016-10-31,0.596,-0.324,1.962,-0.42,-0.189,1.31,-0.245,2.208,0.69,0.537,0.996,-0.759
2016-11-30,0.592,-0.183,2.275,-0.45,-0.097,1.83,-0.232,2.508,1,0.905,1.089,-0.699
2016-12-31,0.491,-0.123,2.33,-0.51,-0.109,1.93,-0.271,2.7,1.11,0.594,1.103,-0.684
2017-01-31,0.646,0.101,2.23,-0.31,-0.09,1.9,-0.032,2.728,1.11,0.944,1.121,-0.569
2017-02-28,0.563,-0.14,2.256,-0.59,-0.14,1.89,-0.124,2.598,1.09,0.881,0.951,-0.702
2017-03-31,0.543,-0.042,2.268,-0.39,-0.118,1.93,0.127,2.498,1.12,1.098,0.947,-0.561
2017-04-30,0.509,-0.08,2.115,-0.37,-0.159,1.81,-0.102,2.455,1,1.052,0.976,-0.564
2017-05-31,0.445,-0.142,1.929,-0.42,-0.114,1.75,-0.202,2.485,0.94,0.922,0.874,-0.632
2017-06-30,0.691,-0.039,2.189,-0.23,-0.066,1.89,-0.037,2.685,1.38,0.873,0.943,-0.492
2017-07-31,0.573,0.001,2.184,-0.23,-0.059,1.84,-0.081,2.59,1.65,0.767,0.96,-0.438
2017-08-31,0.437,-0.064,2.236,-0.37,-0.14,1.7,-0.211,2.5,1.53,0.84,0.892,-0.571
2017-09-30,0.783,-0.017,2.373,-0.3,-0.074,1.92,-0.007,2.555,1.75,0.813,0.916,-0.506
2017-10-31,0.77,-0.135,2.198,-0.35,-0.095,2.01,-0.146,2.455,1.629,0.605,0.934,-0.54
2017-11-30,0.848,-0.2,2.146,-0.29,-0.114,2.14,-0.135,2.335,1.63,0.511,1.122,-0.501
2017-12-31,0.728,-0.114,2.345,-0.18,-0.101,2.2,-0.058,2.27,1.866,0.687,1.174,-0.475
2018-01-31,0.97,0.321,2.414,0.03,-0.08,2.52,0.191,2.42,2.078,0.726,1.398,-0.395
2018-02-28,1.198,0.217,2.379,0.02,-0.107,2.65,0.119,2.45,2.08,0.923,1.492,-0.429
2018-03-31,1.107,0.1,2.336,-0.11,-0.104,2.56,-0.041,2.305,1.968,0.647,1.518,-0.503
2018-04-30,1.135,0.097,2.44,-0.06,-0.101,2.79,0.05,2.385,2.132,0.623,1.514,-0.429
2018-05-31,0.989,-0.034,2.334,-0.23,-0.119,2.68,-0.131,2.28,2.13,1.903,1.368,-0.54
2018-06-30,1.024,-0.082,2.268,-0.25,-0.109,2.73,0.018,2.17,2.066,1.728,1.349,-0.479
2018-07-31,1.065,0.041,2.285,-0.19,-0.091,2.85,0.099,2.16,2.184,1.865,1.524,-0.388
2018-08-31,1.042,-0.054,2.132,-0.25,-0.071,2.74,0.04,1.925,2.17,2.599,1.384,-0.474
2018-09-30,1.164,0.105,2.233,-0.09,-0.063,2.94,0.18,2,2.34,2.25,1.545,-0.364
2018-10-31,1.023,0.086,2.184,-0.2,-0.076,2.98,0.096,1.96,2.43,2.645,1.559,-0.451
2018-11-30,0.933,-0.035,2.193,-0.26,-0.103,2.84,0.023,2.03,2.201,2.343,1.411,-0.524
2018-12-31,0.878,-0.023,1.955,-0.31,-0.141,2.51,0.042,1.878,1.926,1.873,1.398,-0.516
2019-01-31,0.873,-0.082,1.89,-0.33,-0.158,2.43,-0.076,1.77,1.787,1.519,1.344,-0.571
2019-02-28,1.019,-0.057,1.741,-0.32,-0.154,2.52,-0.043,1.69,1.816,1.693,1.394,-0.555
2019-03-31,0.752,-0.259,1.484,-0.47,-0.193,2.23,-0.262,1.49,1.521,1.502,1.353,-0.668
2019-04-30,0.908,-0.302,1.394,-0.41,-0.164,2.28,-0.243,1.615,1.541,1.612,1.475,-0.632
2019-05-31,0.64,-0.439,1.177,-0.59,-0.193,1.93,-0.395,1.41,1.367,1.822,1.328,-0.79
2019-06-30,0.633,-0.52,1.026,-0.66,-0.244,1.76,-0.517,1.29,1.394,1.325,1.264,-0.836
2019-07-31,0.382,-0.617,0.865,-0.73,-0.241,1.84,-0.622,1.16,1.45,0.825,1.263,-0.966
2019-08-31,0.329,-0.725,0.687,-0.93,-0.35,1.39,-0.771,0.865,1.19,0.412,1.104,-1.113
2019-09-30,0.28,-0.54,0.713,-0.78,-0.358,1.55,-0.638,0.91,1.396,0.219,1.273,-0.888
2019-10-31,0.438,-0.351,0.847,-0.64,-0.262,1.51,-0.475,1.045,1.42,0.322,1.233,-0.733
2019-11-30,0.52,-0.237,0.712,-0.61,-0.18,1.62,-0.437,1.101,1.489,0.565,1.231,-0.741
2019-12-31,0.605,-0.159,0.994,-0.49,-0.128,1.69,-0.345,1.36,1.686,0.597,1.4,-0.635
2020-01-31,0.414,-0.285,0.673,-0.64,-0.161,1.32,-0.508,1.12,1.281,0.234,1.26,-0.802
2020-02-29,0.861,-0.492,0.448,-0.77,-0.257,0.89,-0.561,0.888,1.073,0.431,1.013,-0.851
2020-03-31,0.214,-0.353,0.407,-0.68,-0.138,0.37,-0.356,0.741,0.587,0.855,0.573,-0.536
2020-04-30,0.091,-0.315,0.417,-0.7,-0.146,0.36,-0.461,0.295,0.384,1.085,0.396,-0.658
2020-05-31,-0.01,-0.255,0.401,-0.63,-0.132,0.3,-0.438,0.395,0.411,1.039,0.264,-0.616
2020-06-30,-0.053,-0.316,0.398,-0.72,-0.097,0.29,-0.523,0.458,0.367,0.724,0.325,-0.621
2020-07-31,-0.119,-0.27,0.4,-0.76,-0.124,0.21,-0.576,0.37,0.321,0.515,0.26,-0.687
2020-08-31,-0.009,-0.257,0.429,-0.65,-0.068,0.28,-0.504,0.173,0.403,0.514,0.472,-0.66
2020-09-30,-0.053,-0.332,0.37,-0.75,-0.113,0.28,-0.605,0.048,0.356,0.266,0.305,-0.72
2020-10-31,-0.034,-0.371,0.285,-0.85,-0.093,0.38,-0.687,0.053,0.399,0.087,0.386,-0.755
2020-11-30,0.008,-0.321,0.301,-0.78,-0.103,0.36,-0.636,0.315,0.442,-0.047,0.499,-0.681
2020-12-31,-0.083,-0.23,0.337,-0.75,-0.108,0.36,-0.648,0.415,0.391,-0.104,0.546,-0.706
2021-01-31,-0.036,-0.201,0.414,-0.76,-0.108,0.45,-0.595,0.424,0.423,0.075,0.721,-0.66
2021-02-28,0.401,0.039,0.756,-0.58,-0.07,0.75,-0.412,1.061,0.88,0.153,1.015,-0.512
2021-03-31,0.398,-0.006,0.768,-0.63,-0.093,0.92,-0.477,0.998,0.993,0.006,1.066,-0.572
2021-04-30,0.3875,-0.1588,0.698,-0.59,-0.094,0.86,-0.416,0.898,0.934,0.128,1.01,-0.564
2021-05-31,0.336,-0.1316,0.825,-0.57,-0.095,0.79,-0.407,1.09,0.903,0.161,1.104,-0.505
2021-06-30,0.333,-0.1516,0.848,-0.59,-0.1,0.87,-0.432,1.153,0.979,0.103,1.104,-0.56
2021-07-31,0.27,-0.2803,0.604,-0.77,-0.124,0.69,-0.62,1.155,0.817,-0.044,0.943,-0.684
2021-08-31,0.32,-0.211,0.598,-0.74,-0.116,0.77,-0.538,1.385,0.837,-0.002,1.075,-0.625
2021-09-30,0.634,0.0456,0.78,-0.59,-0.084,0.98,-0.439,1.558,1.106,0.083,1.377,-0.491
2021-10-31,0.842,0.1446,1.569,-0.42,-0.073,1.18,-0.258,2.334,1.509,0.376,1.577,-0.261
2021-11-30,0.62,-0.0525,1.342,-0.67,-0.094,1.14,-0.482,2.235,1.391,0.214,1.339,-0.497
2021-12-31,0.821,0.0711,1.339,-0.5,-0.074,1.26,-0.459,2.235,1.262,0.449,1.627,-0.396
2022-01-31,0.9835,0.1602,1.68,,-0.02,1.66,-0.152,2.503,1.684,0.476,1.763,-0.313
