Date,AUD,CAD,FRF,DEM,ITL,JPY,NZD,NOK,SEK,CHF,USD,GBP,EUR
1988-07-31,50.194435,71.5988,63.1818693,60.9313356,45.8228898,86.2,524.5300528,55.1587389,177.1,70.5587251,118.5,106.7,
1988-08-31,50.194435,71.7669,63.3653902,60.9810781,46.0198928,86.5,524.5300528,55.1068964,177.5,70.8048647,119,107.9,
1988-09-30,50.194435,71.8509,63.5121443,60.9810781,46.2562963,87.1,524.5300528,55.8064479,178.8,70.8232096,119.8,108.4,
1988-10-31,51.2140272,72.187,63.6588984,61.0307341,46.5715011,87.6,530.7155192,55.8582189,180.2,70.9363161,120.2,109.5,
1988-11-30,51.2140272,72.3551,63.7322754,61.1799618,46.8867058,87.2,530.7155192,55.8582189,180.5,71.1969419,120.3,110,
1988-12-31,51.2140272,72.3551,63.842341,61.3291895,47.0837088,87,530.7155192,55.8323334,180.9,71.3257998,120.5,110.3,
1989-01-31,51.7238233,72.7753,64.0991607,61.9959127,47.3989136,86.8,536.2824228,56.2468586,183,71.716865,121.1,111,
1989-02-28,51.7238233,73.1955,64.2826034,62.1961804,47.7929195,86.5,536.2824228,56.454157,184,72.0773761,121.6,111.8,
1989-03-31,51.7238233,73.6157,64.4660461,62.2627923,48.0687236,87,536.2824228,56.9464101,184.7,72.271011,122.3,112.3,
1989-04-30,52.9786675,73.7837,64.869698,62.6632414,48.3051272,88.5,543.0864522,57.2573219,186.5,72.6513853,123.1,114.3,
1989-05-31,52.9786675,74.6241,65.1265177,62.7299396,48.5415307,89,543.0864522,57.4386633,187.3,72.7015494,123.8,115,
1989-06-30,52.9786675,74.9602,65.1998948,62.7967244,48.7385337,88.9,543.0864522,57.7754605,187.9,72.8257895,124.1,115.4,
1989-07-31,54.2335673,75.4645,65.3833374,62.7299396,48.8173349,88.8,561.6429332,57.827303,187.9,72.6646065,124.4,115.5,
1989-08-31,54.2335673,75.5485,65.493403,62.7299396,48.9355367,88.7,561.6429332,57.6458901,188.7,72.905875,124.6,115.8,
1989-09-30,54.2335673,75.6325,65.6401571,62.7967244,49.1719402,89.4,561.6429332,58.1381433,190.2,73.2229907,125,116.6,
1989-10-31,55.213923,75.8846,65.9336654,62.9969058,49.5659462,90.1,569.0656071,58.2158712,191.8,73.5123359,125.6,117.5,
1989-11-30,55.213923,76.1367,66.0438092,63.1304753,49.8417503,89.2,569.0656071,58.2418282,192.2,74.3610142,125.9,118.5,
1989-12-31,55.213923,76.1367,66.1171862,63.3305701,50.0387533,89.3,569.0656071,58.1899858,192.8,74.9077589,126.1,118.8,
1990-01-31,56.1554875,76.725,66.42,63.6642345,50.5115604,89.7,574.0139477,58.6304679,199,75.3486087,127.4,119.5,
1990-02-28,56.1554875,77.2292,66.56,63.9312006,50.9055664,89.8,574.0139477,58.8635803,199.9,75.5929769,128,120.2,
1990-03-31,56.1554875,77.4813,66.72,63.9312006,51.1025693,90.1,574.0139477,59.5372463,205.4,75.8532864,128.7,121.4,
1990-04-30,57.045961,77.4813,67.09,64.0646837,51.2995723,90.9,584.5293549,59.5372463,205.2,76.0093455,128.9,125.1,
1990-05-31,57.045961,77.9015,67.19,64.1981667,51.4571747,91.3,584.5293549,59.6667452,206.4,76.3790292,129.2,126.2,
1990-06-30,57.045961,78.2376,67.18,64.2648649,51.6935783,91,584.5293549,59.8481581,206.2,76.4854304,129.9,126.7,
1990-07-31,57.4911978,78.5738,67.2,64.2648649,51.8511806,90.8,590.0962584,59.899929,208.2,76.5230692,130.4,126.8,
1990-08-31,57.4911978,78.6578,67.64,64.4651328,52.2057859,91.2,590.0962584,59.8481581,209.6,77.3411304,131.6,128.1,
1990-09-30,57.4911978,78.8259,68.12,64.6652276,52.4815901,91.9,590.0962584,60.4181392,212,77.7086,132.7,129.3,
1990-10-31,58.9938719,79.4982,68.42,65.1323751,52.9149966,92.9,596.2817249,60.9103923,213.4,78.1819014,133.5,130.3,
1990-11-30,58.9938719,80.0024,68.31,64.998892,53.2302014,92.7,596.2817249,60.8844353,214.1,78.8642095,133.8,130,
1990-12-31,58.9938719,79.9184,68.26,65.0656767,53.3484031,92.6,596.2817249,60.7289795,213.9,78.8599712,133.8,129.9,
1991-01-31,58.8825627,82.0193,68.64,63.9025662,53.6820211,93.2,599.9930211,60.9881203,218.9,79.4998959,134.6,130.2,
1991-02-28,58.8825627,82.0193,68.82,64.2221296,54.0973558,93,599.9930211,61.1953471,225,80.2901233,134.8,130.9,
1991-03-31,58.8825627,82.3554,68.95,64.2221296,54.408857,93.4,599.9930211,61.6357578,225.8,80.3025853,135,131.4,
1991-04-30,58.9938719,82.3554,69.16,64.461759,54.6165244,94,600.611584,61.8171707,227.1,80.4953977,135.2,133.1,
1991-05-31,58.9938719,82.6916,69.38,64.7013883,54.8241917,94.4,600.611584,61.9207841,227.3,81.1747958,135.6,133.5,
1991-06-30,58.9938719,83.1117,69.55,65.0208652,55.083776,94.1,600.611584,61.9726266,227,81.5081058,136,134.1,
1991-07-31,59.3277994,83.1958,69.73,65.8196873,55.2914434,94,603.0858359,62.0243975,227.1,81.5363192,136.2,133.8,
1991-08-31,59.3277994,83.2798,69.81,65.8196873,55.4471939,94.2,603.0858359,61.9985121,226.7,81.9605318,136.6,134.1,
1991-09-30,59.3277994,83.1117,69.92,65.8196873,55.7067782,94.3,603.0858359,62.4389227,229.2,82.1193111,137.2,134.6,
1991-10-31,59.8843454,83.0277,70.28,66.7782046,55.9663624,95.3,601.8487099,62.4389227,230.1,82.1919321,137.4,135.1,
1991-11-30,59.8843454,83.2798,70.55,67.097768,56.3297804,95.5,601.8487099,62.4648797,231.1,83.1793367,137.8,135.6,
1991-12-31,59.8843454,82.9437,70.32,67.1776156,56.4855309,95.1,601.8487099,62.4648797,230.8,82.9818431,137.9,135.7,
1992-01-31,59.8843454,83.2798,70.44,67.5770267,56.8489488,94.9,604.9414432,62.4648797,230.2,83.3720859,138.1,135.6,
1992-02-29,59.8843454,83.3639,70.74,67.9764378,57.16045,94.8,604.9414432,62.6203356,230.3,83.9671603,138.6,136.3,
1992-03-31,59.8843454,83.616,70.97,68.2160671,57.4200342,95.3,604.9414432,63.1903167,231.3,84.2124141,139.3,136.7,
1992-04-30,59.7173816,83.7,71.12,68.535544,57.6277016,96.3,606.1784875,63.3198156,231.9,84.3467123,139.5,138.8,
1992-05-31,59.7173816,83.8681,71.35,68.6953257,57.8872858,96.4,606.1784875,63.3975436,232,84.5690032,139.7,139.3,
1992-06-30,59.7173816,84.0361,71.31,68.8550209,58.0430363,96.3,606.1784875,63.527114,231.5,84.9050334,140.2,139.3,
1992-07-31,59.7730362,84.2042,71.27,69.0947367,58.14687,95.5,608.6528209,63.5788849,231.2,84.6495315,140.5,138.8,
1992-08-31,59.7730362,84.2042,71.23,69.0947367,58.3026206,95.8,608.6528209,63.4235005,231.3,84.8709368,140.9,138.9,
1992-09-30,59.7730362,84.2042,71.43,69.0148026,58.4064543,96.3,608.6528209,63.7084553,234.6,84.9709488,141.3,139.4,
1992-10-31,60.0513092,84.2883,71.63,69.0947367,58.6660385,96.4,609.8898653,63.8380258,235.1,85.0943033,141.8,139.9,
1992-11-30,60.0513092,84.7084,71.7,69.334366,59.0813733,96.2,609.8898653,63.8639112,234.3,85.9128705,142,139.7,
1992-12-31,60.0513092,84.7084,71.66,69.4142137,59.2371238,96.2,609.8898653,63.8380258,234.9,85.8204496,141.9,139.2,
1993-01-31,60.6078551,85.0446,71.94,70.6123603,59.548625,96.1,610.5083467,64.0452526,241,86.2606668,142.6,137.9,
1993-02-28,60.6078551,85.2967,72.19,71.171553,59.7562923,96.2,610.5083467,64.226594,241.6,86.8143067,143.1,138.8,
1993-03-31,60.6078551,85.2127,72.56,71.3312482,59.9639597,96.4,610.5083467,64.7965751,242.7,87.276601,143.6,139.3,
1993-04-30,60.8304735,85.2127,72.65,71.5709641,60.223544,97.1,614.2196429,64.952031,243.7,87.5418447,144,140.6,
1993-05-31,60.8304735,85.3807,72.75,71.6508117,60.4312113,97.2,614.2196429,64.9779879,243.1,87.5932107,144.2,141.1,
1993-06-30,60.8304735,85.3807,72.71,71.890441,60.7946293,97.1,614.2196429,65.0038734,242.3,87.5707868,144.4,141,
1993-07-31,61.1087465,85.6328,72.77,72.2099179,61.0022967,97.4,617.3124577,64.952031,241.9,87.5165666,144.4,140.7,
1993-08-31,61.1087465,85.7169,72.77,72.2099179,61.0542135,97.6,617.3124577,64.7965751,242.3,87.9480508,144.8,141.3,
1993-09-30,61.1087465,85.7169,73,72.1300703,61.2099641,97.7,617.3124577,65.0816014,244.5,87.8940058,145.1,141.9,
1993-10-31,61.2200557,85.8849,73.13,72.1300703,61.5214652,97.6,618.549502,65.1334438,245.2,87.9594378,145.7,141.8,
1993-11-30,61.2200557,86.3051,73.2,72.2099179,61.7291326,97.1,618.549502,65.0816014,245.3,87.8410119,145.8,141.6,
1993-12-31,61.2200557,86.137,73.17,72.3696997,61.8329663,97.2,618.549502,65.0038734,244.3,87.9508538,145.8,141.9,
1994-01-31,61.4426741,86.137,73.26,72.8489583,62.1444674,97.3,618.549502,64.874303,245.1,88.0536881,146.2,141.3,
1994-02-28,61.4426741,85.4648,73.47,73.4086174,62.4040516,97.3,618.549502,65.1334438,245.9,88.4111561,146.7,142.1,
1994-03-31,61.4426741,85.3807,73.64,73.5018939,62.5598022,97.7,618.549502,65.4702411,246.8,88.4125576,147.2,142.5,
1994-04-30,61.8879109,85.3807,73.84,73.5951704,62.6636359,97.9,621.0237539,65.5220121,247.8,88.4587192,147.4,144.2,
1994-05-31,61.8879109,85.2127,74,73.7817235,63.0270538,98,621.0237539,65.5738545,248.3,87.9095974,147.5,144.7,
1994-06-30,61.8879109,85.3807,73.97,73.875,63.1308875,97.6,621.0237539,65.7293104,248.4,88.0479946,148,144.7,
1994-07-31,62.277493,85.7169,73.96,74.061553,63.286638,97.2,628.4462647,65.8588093,248.4,88.0327534,148.4,144,
1994-08-31,62.277493,85.8009,73.95,74.2481061,63.3904718,97.6,628.4462647,65.8588093,248.5,88.3783962,149,144.7,
1994-09-30,62.277493,85.8849,74.18,74.061553,63.5981391,97.9,628.4462647,66.1697211,250.7,88.4142218,149.4,145,
1994-10-31,62.7783844,85.7169,74.34,73.9682765,63.9096402,98.4,635.8689387,66.2215636,251,88.3414319,149.5,145.2,
1994-11-30,62.7783844,86.2211,74.35,74.061553,64.1692244,98.1,635.8689387,66.273406,250.8,88.3351252,149.7,145.3,
1994-12-31,62.7783844,86.3051,74.33,74.2481061,64.324975,97.8,635.8689387,66.247449,250.4,88.320322,149.7,146,
1995-01-31,63.8358217,86.6413,74.52,74.5279356,64.5845593,97.8,643.2915311,66.5842463,251.3,88.947314,150.3,146,
1995-02-28,63.8358217,87.0614,74.75,74.9010417,65.0518109,97.5,643.2915311,66.8174301,252.3,89.7403831,150.9,146.9,
1995-03-31,63.8358217,87.2295,74.98,74.9010417,65.6228962,97.4,643.2915311,67.2060699,253.3,89.7953916,151.4,147.5,
1995-04-30,64.6706407,87.4816,75.07,74.9943182,65.8824805,97.7,649.4769975,67.2579123,255,89.870897,151.9,149,
1995-05-31,64.6706407,87.7337,75.18,74.9943182,66.2978152,97.9,649.4769975,67.3356403,255.3,89.7015793,152.2,149.6,
1995-06-30,64.6706407,87.7337,75.18,75.0875947,66.71315,97.8,649.4769975,67.5169816,255.1,89.8796562,152.5,149.8,
1995-07-31,65.449805,87.9018,75.04,75.2741477,66.8169837,97.3,650.7141234,67.4651392,254.8,89.8190418,152.5,149.1,
1995-08-31,65.449805,87.7337,75.4,75.2741477,67.0246511,97.4,650.7141234,67.3356403,254.5,90.1036321,152.9,149.9,
1995-09-30,65.449805,87.8178,75.67,75.2741477,67.1804016,98,650.7141234,67.7242085,256.2,90.180714,153.2,150.6,
1995-10-31,65.9506964,87.7337,75.75,75.0875947,67.4399859,97.7,654.4254196,67.7242085,256.9,90.0828725,153.7,149.8,
1995-11-30,65.9506964,87.9858,75.81,75.0875947,67.8034039,97.4,654.4254196,67.6724375,256.8,90.0157761,153.6,149.8,
1995-12-31,65.9506964,87.8178,75.88,75.3674242,67.9072375,97.4,654.4254196,67.6724375,256,90.0408278,153.5,150.7,
1996-01-31,66.2289694,88.0699,75.97,75.5539773,68.1894056,97.3,657.5181529,67.3615258,255.6,90.2979138,154.4,150.2,69.4
1996-02-29,66.2289694,88.1539,76.26,76.0203599,68.4555106,97.1,657.5181529,67.3874112,255.8,90.4425303,154.9,150.9,69.7
1996-03-31,66.2289694,88.4901,76.75,76.0203599,68.7216155,97.3,657.5181529,67.698323,257,90.6022126,155.7,151.5,70
1996-04-30,66.6742061,88.7422,76.84,76.0203599,68.9877206,97.9,662.466575,67.9315068,257.6,90.689981,156.3,152.6,70.19
1996-05-31,66.6742061,88.9943,77,76.1136364,69.2538256,98.1,662.466575,68.0351203,257.3,90.3587911,156.6,152.9,70.37
1996-06-30,66.6742061,88.9943,76.91,76.2069129,69.3868781,97.8,662.466575,68.1128482,256.3,90.5351162,156.7,153,70.39
1996-07-31,66.7855153,88.9943,76.77,76.3001894,69.3203518,97.7,666.1778712,68.3719175,255.7,90.4085441,157,152.4,70.28
1996-08-31,66.7855153,88.9943,76.62,76.3001894,69.3868781,97.6,666.1778712,68.3201466,254.5,90.6423304,157.3,153.1,70.32
1996-09-30,66.7855153,89.1623,76.85,76.3001894,69.4534043,98,666.1778712,68.6310584,256,90.6951491,157.8,153.8,70.53
1996-10-31,66.9524791,89.3304,77.05,76.3001894,69.5199305,98.2,671.1262117,68.8901277,255.9,90.8396779,158.3,153.8,70.58
1996-11-30,66.9524791,89.7506,76.98,76.2069129,69.7860356,97.9,671.1262117,68.8901277,255.3,90.67255,158.6,153.9,70.61
1996-12-31,66.9524791,89.7506,77.14,76.4867424,69.8525619,98,671.1262117,68.8641707,254.9,90.7443764,158.6,154.4,70.8
1997-01-31,67.0637883,89.9187,77.31,77.139678,70.0521406,97.9,669.2706044,69.3823808,254.6,91.047449,159.1,154.4,70.92
1997-02-28,67.0637883,90.0867,77.47,77.2329546,70.1186668,97.7,669.2706044,69.5896077,254.2,91.2070438,159.6,155,71.07
1997-03-31,67.0637883,90.2548,77.53,77.2329546,70.3182455,97.8,669.2706044,69.7710205,255.2,91.0758291,160,155.4,71.19
1997-04-30,66.8968245,90.2548,77.56,77.139678,70.3847718,99.8,669.8890858,69.6932926,257,91.16351,160.2,156.3,71.22
1997-05-31,66.8968245,90.3389,77.67,77.3262311,70.5843506,100,669.8890858,69.874634,257,90.8798832,160.1,156.9,71.43
1997-06-30,66.8968245,90.5069,77.65,77.4195076,70.5843506,100,669.8890858,70.0559753,257.4,90.9711553,160.3,157.5,71.47
1997-07-31,66.6185515,90.5069,77.55,78.0724432,70.5843506,99.6,672.9819006,69.9005195,257.3,90.8722625,160.5,157.5,71.45
1997-08-31,66.6185515,90.675,77.75,78.1657197,70.6508769,99.7,672.9819006,69.874634,257.4,91.072413,160.8,158.5,71.61
1997-09-30,66.6185515,90.591,77.89,77.9791667,70.717403,100.4,672.9819006,70.1855458,259.8,91.0706611,161.2,159.3,71.74
1997-10-31,66.7855153,90.675,77.85,77.8858901,70.9169818,100.7,676.6931968,70.3668871,259.6,91.0774933,161.6,159.5,71.78
1997-11-30,66.7855153,90.5069,77.98,77.8858901,71.1830868,100,676.6931968,70.4446151,259.2,91.0506023,161.5,159.6,71.87
1997-12-31,66.7855153,90.4229,78.02,78.0724432,71.1830868,99.8,676.6931968,70.4705005,259.1,91.0949245,161.3,160,71.95
1998-01-31,66.9524791,90.9271,77.78,78.0724432,71.3826656,99.7,677.9303227,70.7814123,256.9,91.0614639,161.6,159.5,71.83
1998-02-28,66.9524791,91.0111,78.07,78.2589962,71.5822443,99.6,677.9303227,71.0145962,256.6,91.1732328,161.9,160.3,72
1998-03-31,66.9524791,91.0952,78.2,78.1657197,71.7818231,100,677.9303227,71.4032359,257,91.1059612,162.2,160.8,72.13
1998-04-30,67.3420613,91.0111,78.36,78.2589962,71.8483493,100.2,681.023056,71.4550068,257.7,91.1430131,162.5,162.6,72.35
1998-05-31,67.3420613,91.3473,78.38,78.3522727,71.9814018,100.5,681.023056,71.3513934,258.1,90.9547753,162.8,163.5,72.54
1998-06-30,67.3420613,91.4313,78.44,78.4455492,72.047928,100.1,681.023056,71.5068493,257.6,91.062953,163,163.4,72.55
1998-07-31,67.5090251,91.4313,78.18,78.7253788,72.047928,99.5,684.7343522,71.5783562,257,90.9404976,163.2,163,72.47
1998-08-31,67.5090251,91.4313,78.23,78.5388258,72.1144543,99.4,684.7343522,71.3638356,255.7,91.1995984,163.4,163.7,72.53
1998-09-30,67.5090251,91.2633,78.2,78.3522727,72.1144543,100.2,684.7343522,71.8643836,256.8,91.126896,163.6,164.4,72.58
1998-10-31,67.8429527,91.5994,78.16,78.2589962,72.2475068,100.9,679.1673671,71.9358904,257.3,91.1086765,164,164.5,72.57
1998-11-30,67.8429527,91.5994,78.11,78.2589962,72.3140331,100.8,679.1673671,72.0073973,256.7,90.9609069,164,164.4,72.58
1998-12-31,67.8429527,91.3473,78.19,78.3522727,72.3805593,100.4,679.1673671,72.0789041,256.2,90.9414612,163.9,164.4,72.65
1999-01-31,67.7872981,91.5154,77.97,78.2589962,72.4470855,99.9,677.3116782,72.3649315,256.2,91.1279471,164.3,163.4,72.52
1999-02-28,67.7872981,91.6834,78.21,78.3522727,72.5801381,99.5,677.3116782,72.5079452,256.3,91.4358373,164.5,163.7,72.67
1999-03-31,67.7872981,92.0196,78.47,78.3522727,72.7131906,99.6,677.3116782,73.0084932,257.3,91.531489,165,164.1,72.95
1999-04-30,68.065571,92.5238,78.69,78.7253788,72.9127693,100.1,678.5488041,73.2230137,257.9,91.684164,166.2,165.2,73.22
1999-05-31,68.065571,92.7759,78.7,78.7253788,73.0458218,100.1,678.5488041,73.08,258.3,91.4784075,166.2,165.6,73.3
1999-06-30,68.065571,92.8599,78.69,78.8186553,73.0458218,99.8,678.5488041,73.1515068,258.7,91.5857968,166.2,165.6,73.28
1999-07-31,68.6777716,93.1121,78.48,79.1917614,73.2454005,99.4,681.2630101,72.9369863,257.6,91.6089214,166.7,165.1,73.26
1999-08-31,68.6777716,93.3642,78.61,79.0984849,73.3119268,99.7,681.2630101,72.7224658,257.6,92.0623039,167.1,165.5,73.37
1999-09-30,68.6777716,93.6163,78.74,78.9119318,73.4449793,100,681.2630101,73.3660274,259.4,92.236264,167.9,166.2,73.5
1999-10-31,69.0673538,93.7003,78.79,78.8186553,73.7110843,100.2,682.6201131,73.7235616,259.7,92.2353004,168.2,166.5,73.52
1999-11-30,69.0673538,93.6163,78.82,79.0052083,73.8441368,99.6,682.6201131,74.009589,259,92.1473569,168.3,166.7,73.61
1999-12-31,69.0673538,93.7003,79.17,79.2850379,73.910663,99.3,682.6201131,74.0810959,259.6,92.4584003,168.3,167.3,73.86
2000-01-31,69.6795543,93.6163,79.17,79.4715909,74.0437155,99.2,687.3699328,74.4386301,257.5,92.5726219,168.8,166.6,73.75
2000-02-29,69.6795543,94.1205,79.27,79.5648674,74.3098205,98.9,687.3699328,74.7961644,258.7,92.9205421,169.8,167.5,73.98
2000-03-31,69.6795543,94.7928,79.64,79.5648674,74.5093992,99.1,687.3699328,74.8676712,259.9,92.8887458,171.2,168.4,74.24
2000-04-30,70.2361003,94.4566,79.64,79.5648674,74.5759255,99.3,692.1198341,75.1536986,260,92.9699447,171.3,170.1,74.34
2000-05-31,70.2361003,94.9608,79.8,79.4715909,74.8420305,99.4,692.1198341,75.1536986,261.3,92.9242211,171.5,170.7,74.46
2000-06-30,70.2361003,95.5491,80,79.844697,75.0416093,99.2,692.1198341,75.5827397,261.2,93.2700851,172.4,171.1,74.68
2000-07-31,72.8518663,95.8852,79.87,80.217803,75.1746618,98.9,701.6194734,75.3682192,260,93.3392206,172.8,170.5,74.66
2000-08-31,72.8518663,95.7172,80.02,80.03125,75.2411881,99.2,701.6194734,75.2967123,260.2,93.0977105,172.8,170.5,74.71
2000-09-30,72.8518663,96.1374,80.43,80.217803,75.3742405,99.1,701.6194734,75.940274,262,93.564376,173.7,171.7,75.09
2000-10-31,73.0744847,96.3054,80.33,80.1245265,75.6403456,99.1,709.7620914,76.0117808,262.6,93.4641109,174,171.6,75.12
2000-11-30,73.0744847,96.6416,80.51,80.217803,75.8399242,98.8,709.7620914,76.3693151,262.7,93.9095895,174.1,172.1,75.28
2000-12-31,73.0744847,96.7256,80.47,80.8707386,75.9064505,98.9,709.7620914,76.2978082,262.5,93.839153,174,172.2,75.5
2001-01-31,73.853649,96.3895,80.13,80.5909091,76.2390817,98.9,708.4049884,76.9413699,261.7,93.7718758,175.1,171.1,75.12
2001-02-28,73.853649,96.8096,80.35,81.0572917,76.5051867,98.6,708.4049884,77.5134247,262.6,93.6450343,175.8,172,75.34
2001-03-31,73.853649,97.1458,80.71,81.0572917,76.571713,98.4,708.4049884,77.6564384,264.6,93.7951998,176.2,172.2,75.72
2001-04-30,74.4658496,97.8181,81.1,81.4303977,76.9043443,98.6,714.5119111,78.0139726,266.9,94.0544584,176.9,173.1,76.18
2001-05-31,74.4658496,98.6584,81.6,81.7102273,77.103923,98.7,714.5119111,78.3715068,268.7,94.565077,177.7,174.2,76.58
2001-06-30,74.4658496,98.7425,81.65,81.8035038,77.3035018,98.4,714.5119111,78.4430137,268.3,94.744142,178,174.4,76.69
2001-07-31,74.688468,98.4063,81.48,81.8967803,77.370028,98.1,718.58322,77.370411,266.9,94.6008528,177.5,173.3,76.44
2001-08-31,74.688468,98.4063,81.48,81.7102273,77.370028,98.5,718.58322,77.2989041,267.6,94.0760168,177.5,174,76.44
2001-09-30,74.688468,98.6584,81.63,81.7102273,77.370028,98.3,718.58322,77.7279452,269.9,94.1958891,178.3,174.6,76.67
2001-10-31,75.3563231,98.1542,81.68,81.6169508,77.5030805,98.3,722.654529,77.6564384,269.1,94.0531574,177.7,174.3,76.69
2001-11-30,75.3563231,97.3139,81.46,81.4303977,77.636133,97.8,722.654529,77.7279452,269.2,94.1790698,177.4,173.6,76.62
2001-12-31,75.3563231,97.3979,81.56,82.1766099,77.7026593,97.7,722.654529,77.8709589,269.5,94.1443161,176.7,173.4,76.93
2002-01-31,76.0241783,97.65,81.94,82.2698864,78.0352905,97.5,726.725838,77.9424658,268.8,94.2607502,177.1,173.3,76.96
2002-02-28,76.0241783,98.2383,82.04,82.5497159,78.3013955,97,726.725838,78.1569863,269.4,94.2578695,177.8,173.8,77.08
2002-03-31,76.0241783,98.9105,82.4,82.7362689,78.5009743,97.2,726.725838,78.4430137,271.8,94.2731091,178.8,174.5,77.5
2002-04-30,76.5807242,99.4988,82.71,82.6429924,78.700553,97.5,734.1898637,78.4430137,272.9,95.0864748,179.8,175.7,77.85
2002-05-31,76.5807242,99.6669,82.81,82.7362689,78.9001318,97.8,734.1898637,78.6575342,273.6,95.1778193,179.8,176.2,77.99
2002-06-30,76.5807242,100.003,82.8,82.7362689,78.966658,97.7,734.1898637,78.7290411,273.2,95.0529292,179.9,176.2,77.96
2002-07-31,77.0816156,100.5072,82.8,82.8295454,79.0997105,97.3,737.5825804,78.5860274,272.3,94.5519746,180.1,175.9,77.85
2002-08-31,77.0816156,100.9274,82.99,82.7362689,79.232763,97.6,737.5825804,78.3715068,272.4,94.5205662,180.7,176.4,77.93
2002-09-30,77.0816156,100.9274,83.14,82.7362689,79.3658155,97.6,737.5825804,78.8005479,274.5,94.6638554,181,177.6,78.14
2002-10-31,77.6381616,101.2635,83.27,82.6429924,79.5653942,97.4,742.3324001,79.0865753,275.4,95.2167546,181.3,177.9,78.32
2002-11-30,77.6381616,101.5157,83.27,82.3631629,79.8314992,97.4,742.3324001,79.3726027,274.7,95.0413137,181.3,178.2,78.27
2002-12-31,77.6381616,101.1795,83.41,83.109375,79.8980254,97.4,742.3324001,80.0161644,275.1,94.9830501,180.9,178.5,78.62
2003-01-31,78.6399443,102.0199,83.57,83.109375,80.2306567,97.1,745.046606,81.8753425,276,95.0589692,181.7,178.4,78.5
2003-02-28,78.6399443,102.7762,84.15,83.5757576,80.3637092,96.8,745.046606,81.9468493,278.4,95.1526368,183.1,179.3,78.82
2003-03-31,78.6399443,103.1964,84.49,83.6690341,80.6298143,97.1,745.046606,81.3747945,279.8,95.5354691,184.2,179.9,79.25
2003-04-30,78.6399443,102.4401,84.37,83.3892046,80.829393,97.4,745.046606,80.7312329,278.8,95.7253288,183.8,181.2,79.38
2003-05-31,78.6399443,102.5241,84.27,83.2026515,81.0289717,97.6,745.046606,80.3021918,278.5,95.5719108,183.5,181.5,79.34
2003-06-30,78.6399443,102.6081,84.43,83.4824811,81.0954979,97.3,745.046606,80.0876712,277.7,95.5739553,183.7,181.3,79.39
2003-07-31,79.0851811,102.6922,84.34,83.6690341,81.2285505,97.1,748.4394043,79.8016438,276.8,94.807804,183.9,181.3,79.28
2003-08-31,79.0851811,102.9443,84.54,83.6690341,81.4281292,97.3,748.4394043,80.0161644,276.7,95.0284901,184.6,181.6,79.42
2003-09-30,79.0851811,103.1123,84.86,83.5757576,81.5611817,97.4,748.4394043,80.4452055,278.7,95.1661109,185.2,182.5,79.71
2003-10-31,79.4747632,102.8602,85.04,83.5757576,81.6277079,97.4,753.8677347,80.3736986,278.9,95.6487592,185,182.6,79.82
2003-11-30,79.4747632,103.1123,85.14,83.3892046,81.8272867,96.9,753.8677347,80.5167123,278.3,95.5285153,184.5,182.7,79.84
2003-12-31,79.4747632,103.1964,85.23,84.0421401,81.8938129,97,753.8677347,80.5167123,278.6,95.5471001,184.3,183.5,80.08
2004-01-31,80.198273,103.2804,85.23,84.0421401,82.0268654,96.8,756.5819407,80.3736986,278,95.2229804,185.2,183.1,79.84
2004-02-29,80.198273,103.5325,85.59,84.2286932,82.2264442,96.8,756.5819407,80.5167123,277.3,95.2389635,186.2,183.8,80.03
2004-03-31,80.198273,103.8687,85.93,84.5085227,82.4925492,97,756.5819407,80.8742466,279.4,95.4428392,187.4,184.6,80.47
2004-04-30,80.5878551,104.1208,86.15,84.7883523,82.692128,97,762.6889449,81.0172603,279.4,96.2479346,188,185.7,80.85
2004-05-31,80.5878551,105.0452,86.47,84.9749053,82.8917067,97.1,762.6889449,81.0887671,280.1,96.4703022,189.1,186.5,81.16
2004-06-30,80.5878551,105.1292,86.5,84.9749053,83.0247592,97.3,762.6889449,81.0887671,279.8,96.6367296,189.7,186.8,81.2
2004-07-31,80.9217827,105.0452,86.36,85.1614583,83.0912855,97,767.4387646,81.0172603,278.5,95.6254352,189.4,186.8,81.03
2004-08-31,80.9217827,104.8771,86.55,85.2547349,83.2908642,97.1,767.4387646,80.8027397,278.2,95.9797554,189.5,187.4,81.17
2004-09-30,80.9217827,104.9611,86.63,85.0681818,83.2908642,97.4,767.4387646,81.3032877,280.2,95.9852377,189.9,188.1,81.27
2004-10-31,81.5339833,105.2132,86.85,85.1614583,83.2908642,97.9,774.224198,81.5178082,281,96.885209,190.9,188.6,81.58
2004-11-30,81.5339833,105.6334,86.9,84.9749053,83.3573904,97.7,774.224198,81.5178082,279.4,96.9781332,191,189,81.56
2004-12-31,81.5339833,105.3813,87,85.9076704,83.5569691,97.2,774.224198,81.3747945,279.4,96.8195115,190.3,189.9,81.85
2005-01-31,82.0905293,105.2973,86.52,85.2547349,83.5569691,97,777.6169147,81.2317808,277.9,96.3702229,190.7,188.9,81.42
2005-02-28,82.0905293,105.7175,87.05,85.6278409,83.8230742,96.7,777.6169147,81.3032877,279.2,96.5819972,191.8,189.6,81.69
2005-03-31,82.0905293,106.3057,87.6,86.000947,84.0891792,97,777.6169147,81.6608219,279.8,96.8183035,193.3,190.5,82.21
